Voltaje_Cen_0,Voltaje_Cen_1,Voltaje_Cen_2,Voltaje_Cen_3,Voltaje_Cen_4,Voltaje_Ext_0,Voltaje_Ext_1,Voltaje_Ext_2,Voltaje_Ext_3,Voltaje_Ext_4
0.08,0.58,0.06,0.26,0.28,0.064,0.056,0.024,0.08,0.08800000000000001
0.1,0.86,0.14,0.8,0.28,0.04,0.024,0.04,0.048,0.016
0.12,0.16,0.14,0.9,0.12,0.056,0.07200000000000001,0.064,0.056,0.056
0.46,0.08,0.22,0.16,0.6,0.016,0.07200000000000001,0.032,0.032,0.048
0.42,0.08,0.02,0.04,1.08,0.048,0.04,0.048,0.024,0.048
0.94,0.04,0.38,0.08,0.84,0.032,0.016,0.016,0.04,0.048
0.88,0.24,0.76,0.16,0.2,0.056,0.016,0.016,0.032,0.016
0.3,0.06,0.06,0.08,0.32,0.064,0.024,0.048,0.048,0.04
0.26,0.24,0.14,0.22,0.94,0.016,0.048,0.04,0.008,0.064
0.86,0.52,0.52,0.42,0.62,0.016,0.032,0.04,0.016,0.048
0.84,0.16,0.88,0.88,0.04,0.016,0.04,0.032,0.04,0.04
0.14,0.84,0.7,1.08,0.36,0.032,0.048,0.032,0.04,0.032
0.02,0.98,0.08,0.4,0.92,0.032,0.016,0.04,0.048,0.056
0.82,0.32,0.66,0.38,0.56,0.032,0.024,0.04,0.024,0.056
0.7,0.24,1.04,0.84,0.06,0.008,0.016,0.016,0.048,0.04
0.2,0.72,0.74,1.06,0.5,0.032,0.032,0.016,0.064,0.04
0.14,0.98,0.08,0.42,0.9,0.032,0.024,0.008,0.016,0.048
0.86,0.36,0.58,0.26,0.68,0.032,0.048,0.048,0.016,0.032
0.72,0.18,1.04,0.72,0.36,0.016,0.048,0.024,0.016,0.048
0.12,0.7,0.7,0.82,0.92,0.016,0.032,0.008,0.048,0.032
0.04,0.82,0.04,0.36,0.58,0.032,0.04,0.024,0.032,0.048
0.92,0.3,0.54,0.12,0.1,0.024,0.024,0.07200000000000001,0.048,0.04
0.58,0.18,0.94,0.64,0.24,0.04,0.024,0.024,0.024,0.024
0.08,0.66,0.46,0.9,0.12,0.04,0.016,0.056,0.008,0.04
0.04,1.02,0.08,0.4,0.2,0.048,0.032,0.032,0.016,0.032
0.14,0.22,0.68,0.04,0.16,0.032,0.056,0.064,0.064,0.032
0.04,0.06,1.02,0.76,0.26,0.08,0.048,0.08800000000000001,0.064,0.04
0.1,0.76,0.12,0.82,0.1,0.024,0.032,0.024,0.048,0.08
0.1,0.92,0.4,0.48,0.18,0.04,0.048,0.024,0.048,0.032
0.44,0.04,0.12,0.22,0.02,0.04,0.048,0.04,0.048,0.048
0.12,0.04,0.24,0.02,0.88,0.04,0.024,0.008,0.056,0.024
0.36,0.12,0.88,0.06,1.1,0.048,0.024,0.032,0.048,0.032
1.04,0.3,0.04,0.04,0.7,0.032,0.016,0.032,0.032,0.04
0.92,0.02,0.06,0.22,0.1,0.056,0.024,0.032,0.016,0.048
0.08,0.02,0.64,0.46,0.72,0.024,0.048,0.048,0.016,0.056
0.82,0.14,0.9,0.72,0.92,0.016,0.008,0.024,0.024,0.048
0.78,0.6,0.72,0.98,0.8,0.08,0.048,0.04,0.056,0.04
0.3,0.1,0.28,0.6,0.2,0.04,0.008,0.032,0.032,0.024
0.3,0.18,0.8,0.1,0.4,0.048,0.04,0.07200000000000001,0.048,0.056
0.9,0.82,0.94,0.02,1.02,0.008,0.032,0.016,0.032,0.048
0.82,0.8,0.6,0.56,0.54,0.024,0.056,0.032,0.016,0.032
0.22,0.36,0.04,0.92,0.06,0.008,0.016,0.064,0.04,0.032
0.36,0.14,0.02,0.62,0.52,0.024,0.024,0.032,0.032,0.07200000000000001
0.9,0.8,0.58,0.02,1.02,0.024,0.024,0.032,0.04,0.056
0.9,0.88,1.0,0.56,0.84,0.064,0.032,0.024,0.064,0.04
0.16,0.22,0.7,1.02,0.12,0.032,0.048,0.048,0.04,0.056
0.22,0.68,0.1,0.58,0.4,0.04,0.04,0.056,0.024,0.008
0.74,0.94,0.52,0.62,0.84,0.064,0.048,0.032,0.056,0.024
0.98,0.34,1.06,0.92,0.44,0.032,0.04,0.048,0.04,0.024
0.12,0.36,0.44,0.54,0.06,0.024,0.048,0.008,0.07200000000000001,0.04
0.12,0.78,0.02,0.06,0.58,0.048,0.008,0.032,0.07200000000000001,0.08800000000000001
0.06,0.82,0.68,0.72,0.14,0.032,0.032,0.032,0.024,0.07200000000000001
0.04,0.28,0.84,0.92,0.1,0.07200000000000001,0.056,0.032,0.04,0.07200000000000001
0.06,0.22,0.68,0.46,0.26,0.016,0.032,0.04,0.024,0.048
0.08,0.8,0.18,0.1,0.12,0.016,0.048,0.032,0.032,0.024
0.32,0.76,0.04,0.08,0.24,0.016,0.024,0.032,0.024,0.016
0.48,0.02,0.1,0.36,1.18,0.04,0.048,0.016,0.016,0.048
0.92,0.04,0.28,0.3,0.76,0.04,0.032,0.032,0.032,0.048
0.88,0.08,0.14,0.12,0.2,0.032,0.032,0.07200000000000001,0.032,0.07200000000000001
0.1,0.04,0.28,0.2,0.02,0.024,0.032,0.032,0.048,0.016
0.34,0.06,0.24,0.56,0.82,0.016,0.016,0.048,0.056,0.024
0.74,0.12,0.14,1.08,1.02,0.048,0.032,0.07200000000000001,0.04,0.056
0.9,0.08,0.74,0.54,0.78,0.024,0.048,0.032,0.04,0.024
0.02,0.48,1.18,0.02,0.16,0.056,0.024,0.048,0.064,0.016
0.12,0.14,0.5,0.4,0.16,0.008,0.032,0.032,0.032,0.016
0.82,0.78,0.02,1.0,0.76,0.016,0.024,0.032,0.032,0.016
0.88,0.82,0.52,0.58,1.04,0.056,0.04,0.048,0.024,0.024
0.02,0.26,0.92,0.02,0.84,0.04,0.04,0.048,0.024,0.032
0.22,0.14,0.56,0.36,0.6,0.016,0.048,0.016,0.008,0.016
0.68,0.74,0.06,0.96,0.9,0.032,0.024,0.016,0.024,0.024
0.78,0.88,0.86,0.88,0.38,0.024,0.016,0.04,0.032,0.04
0.2,0.32,0.98,0.02,0.1,0.032,0.032,0.064,0.016,0.016
0.94,0.08,0.48,0.5,0.72,0.04,0.008,0.056,0.032,0.04
0.64,0.92,0.04,0.96,0.92,0.032,0.048,0.048,0.064,0.032
0.2,0.76,0.72,0.9,0.42,0.04,0.032,0.008,0.048,0.016
0.32,0.22,0.98,0.42,0.22,0.048,0.032,0.032,0.032,0.008
0.08,0.32,0.58,0.92,0.58,0.056,0.056,0.04,0.032,0.008
0.38,0.86,0.72,0.72,0.02,0.032,0.056,0.032,0.024,0.032
0.12,0.68,0.98,0.18,0.02,0.016,0.048,0.048,0.032,0.048
0.18,0.2,0.5,0.16,0.02,0.032,0.04,0.032,0.032,0.07200000000000001
0.1,0.34,0.12,0.2,0.12,0.016,0.016,0.048,0.08800000000000001,0.032
0.16,0.92,0.18,0.1,0.08,0.032,0.04,0.016,0.016,0.024
0.08,0.92,0.12,0.16,0.02,0.008,0.016,0.016,0.016,0.032
0.44,0.16,0.16,0.02,0.12,0.016,0.048,0.04,0.04,0.024
0.48,0.12,0.16,0.16,0.04,0.04,0.04,0.024,0.064,0.056
0.96,0.12,0.86,0.14,1.1,0.024,0.048,0.016,0.048,0.056
0.74,0.1,1.02,0.1,0.62,0.016,0.032,0.024,0.016,0.048
0.1,0.16,0.42,0.56,0.14,0.016,0.008,0.04,0.032,0.016
0.02,0.16,0.04,1.1,0.88,0.032,0.032,0.016,0.016,0.032
0.4,0.3,0.62,0.86,0.96,0.04,0.064,0.056,0.04,0.04
0.92,0.06,1.06,0.08,0.48,0.032,0.07200000000000001,0.032,0.048,0.048
0.82,0.14,0.44,0.38,0.16,0.064,0.024,0.016,0.024,0.032
0.42,0.32,0.2,1.02,0.82,0.008,0.016,0.056,0.024,0.024
0.96,0.14,0.84,0.64,0.88,0.016,0.048,0.016,0.056,0.032
0.56,0.96,1.08,0.02,0.44,0.008,0.024,0.032,0.024,0.07200000000000001
0.02,1.0,0.34,0.32,0.6,0.032,0.008,0.024,0.048,0.04
0.42,0.26,0.66,1.16,1.0,0.048,0.04,0.048,0.016,0.016
0.94,0.12,0.92,0.6,0.42,0.064,0.032,0.024,0.024,0.04
0.64,1.0,0.42,0.06,0.74,0.07200000000000001,0.04,0.032,0.032,0.048
0.02,0.84,0.6,0.26,0.82,0.024,0.032,0.04,0.04,0.056
0.04,0.04,0.8,0.92,0.46,0.032,0.024,0.048,0.016,0.04
0.46,0.16,0.44,0.84,0.16,0.024,0.048,0.04,0.024,0.024
0.94,0.92,0.06,0.1,0.84,0.04,0.032,0.032,0.04,0.048
0.58,0.8,0.06,0.46,0.02,0.032,0.056,0.024,0.056,0.024
0.16,0.06,0.04,0.78,0.04,0.024,0.056,0.04,0.024,0.08
0.34,0.12,0.22,0.72,0.02,0.056,0.032,0.04,0.064,0.024
0.28,0.76,0.3,0.16,0.14,0.024,0.048,0.056,0.064,0.048
0.26,0.66,0.02,0.12,1.06,0.04,0.07200000000000001,0.008,0.064,0.048
0.3,0.18,0.18,0.08,0.36,0.048,0.032,0.024,0.04,0.032
0.24,0.18,0.26,0.02,0.1,0.024,0.064,0.024,0.04,0.016
0.18,0.86,0.92,0.06,0.8,0.056,0.016,0.024,0.032,0.016
0.56,0.86,0.96,0.2,0.8,0.024,0.032,0.024,0.016,0.016
0.9,0.06,0.56,0.92,0.3,0.024,0.016,0.016,0.032,0.008
1.0,0.1,0.66,0.98,0.02,0.024,0.024,0.016,0.024,0.032
0.06,0.06,0.86,0.16,0.72,0.048,0.016,0.048,0.024,0.056
0.62,0.1,0.38,0.16,0.92,0.024,0.016,0.032,0.032,0.024
0.9,0.08,0.56,0.82,0.16,0.024,0.024,0.016,0.016,0.008
0.74,0.16,0.92,0.74,0.08,0.024,0.048,0.024,0.032,0.048
0.46,0.42,0.34,0.12,0.84,0.016,0.024,0.032,0.032,0.056
0.88,0.28,0.88,0.12,0.94,0.032,0.016,0.016,0.048,0.024
0.46,0.88,0.8,0.94,0.32,0.04,0.04,0.032,0.032,0.008
0.54,0.86,0.4,0.7,0.76,0.04,0.016,0.016,0.008,0.048
0.94,0.02,0.04,0.1,0.8,0.032,0.064,0.008,0.016,0.016
