Voltaje_Cen_0,Voltaje_Cen_1,Voltaje_Cen_2,Voltaje_Cen_3,Voltaje_Cen_4,Voltaje_Ext_0,Voltaje_Ext_1,Voltaje_Ext_2,Voltaje_Ext_3,Voltaje_Ext_4
0.56,0.64,0.84,0.56,0.06,0.026,0.004,0.012,0.008,0.01
1.08,1.16,0.8,1.12,0.94,0.022,0.004,0.004,0.026,0.022
0.24,0.56,0.92,0.02,0.34,0.006,0.016,0.014,0.002,0.014
0.64,0.76,0.96,0.68,0.24,0.002,0.01,0.034,0.002,0.01
1.08,1.08,0.88,0.96,1.08,0.006,0.012,0.01,0.018000000000000002,0.014
0.2,0.36,0.96,0.06,0.7,0.006,0.014,0.012,0.028,0.014
0.64,0.48,0.8,0.54,0.36,0.018000000000000002,0.01,0.008,0.008,0.012
1.04,1.08,0.8,1.02,1.04,0.04,0.008,0.008,0.004,0.004
0.16,0.48,0.88,0.1,0.38,0.012,0.012,0.008,0.014,0.016
0.68,0.6,0.96,0.66,0.04,0.004,0.016,0.004,0.014,0.016
1.2,0.96,0.72,0.88,1.04,0.014,0.044,0.016,0.026,0.004
0.36,0.28,0.96,0.28,0.34,0.018000000000000002,0.004,0.022,0.024,0.016
0.56,0.48,0.52,0.68,0.52,0.002,0.012,0.008,0.01,0.018000000000000002
0.88,1.12,0.76,1.1,1.22,0.012,0.028,0.034,0.012,0.028
0.32,0.28,0.52,0.3,0.38,0.018000000000000002,0.004,0.038,0.028,0.018000000000000002
0.44,0.4,1.0,0.44,0.5,0.02,0.022,0.012,0.014,0.012
0.8,0.96,0.64,1.02,1.08,0.01,0.036000000000000004,0.002,0.018000000000000002,0.006
0.36,0.4,0.88,0.38,0.36,0.018000000000000002,0.016,0.03,0.024,0.008
0.48,0.48,0.72,0.48,0.5,0.004,0.048,0.024,0.014,0.03
1.08,0.92,0.8,0.96,1.12,0.008,0.014,0.004,0.012,0.01
0.44,0.24,0.72,0.26,0.18,0.022,0.004,0.016,0.008,0.002
0.44,0.44,1.0,0.68,0.58,0.008,0.012,0.02,0.022,0.002
1.0,1.12,0.76,1.06,1.06,0.006,0.002,0.026,0.022,0.01
0.24,0.08,0.92,0.3,0.18,0.018000000000000002,0.026,0.032,0.028,0.006
0.56,0.72,0.08,0.72,0.72,0.002,0.022,0.004,0.004,0.012
0.96,1.0,0.6,1.12,0.92,0.01,0.008,0.006,0.02,0.026
0.4,0.24,0.8,0.26,0.18,0.004,0.022,0.002,0.014,0.016
0.44,0.68,0.08,0.26,0.4,0.022,0.008,0.01,0.004,0.006
1.12,1.0,0.56,1.02,1.02,0.032,0.008,0.012,0.004,0.006
0.52,0.08,0.92,0.48,0.56,0.022,0.002,0.006,0.006,0.044
0.44,0.64,0.08,0.46,0.82,0.014,0.028,0.028,0.022,0.022
1.12,1.0,0.76,0.96,0.64,0.038,0.012,0.032,0.004,0.032
0.4,0.36,1.0,0.2,0.88,0.002,0.002,0.024,0.004,0.002
0.56,0.72,0.08,0.26,0.56,0.01,0.022,0.016,0.008,0.002
1.4,1.16,0.8,0.96,0.82,0.038,0.024,0.024,0.008,0.012
0.52,0.24,1.0,0.16,0.78,0.02,0.004,0.014,0.004,0.02
0.32,0.52,0.52,0.34,0.48,0.016,0.006,0.026,0.014,0.02
1.12,0.92,1.0,0.98,0.88,0.002,0.018000000000000002,0.01,0.01,0.036000000000000004
0.64,0.28,0.16,0.6,1.02,0.014,0.016,0.016,0.032,0.026
0.2,0.72,0.64,0.22,0.94,0.004,0.022,0.004,0.004,0.01
1.08,1.16,1.0,1.02,0.62,0.006,0.018000000000000002,0.006,0.022,0.018000000000000002
0.64,0.24,0.36,0.26,0.92,0.024,0.024,0.012,0.006,0.008
0.32,0.72,0.44,0.22,0.66,0.016,0.018000000000000002,0.014,0.002,0.016
1.16,1.08,0.8,1.12,1.04,0.026,0.006,0.02,0.024,0.016
0.16,0.12,0.36,0.56,0.5,0.008,0.044,0.006,0.02,0.014
0.2,0.56,0.64,0.52,1.24,0.008,0.046,0.004,0.024,0.002
1.08,1.0,0.92,1.12,0.64,0.004,0.018000000000000002,0.004,0.034,0.006
0.44,0.64,0.48,0.66,0.06,0.008,0.034,0.016,0.002,0.028
0.2,1.08,0.6,0.16,0.96,0.024,0.002,0.004,0.038,0.006
0.96,0.16,1.16,1.3,0.46,0.028,0.014,0.01,0.002,0.008
0.24,0.72,0.28,0.4,0.24,0.006,0.006,0.022,0.014,0.008
0.32,0.92,0.28,0.24,1.04,0.004,0.008,0.004,0.01,0.024
1.0,0.64,1.16,1.18,0.56,0.022,0.004,0.034,0.006,0.006
0.32,0.92,0.76,0.5,0.2,0.042,0.006,0.008,0.018000000000000002,0.002
0.4,0.12,0.48,0.36,0.98,0.036000000000000004,0.02,0.006,0.006,0.04
1.0,0.72,1.08,1.12,0.68,0.026,0.006,0.018000000000000002,0.002,0.002
0.6,0.96,0.44,0.4,0.36,0.02,0.02,0.004,0.01,0.008
0.32,0.64,0.24,0.4,1.04,0.006,0.002,0.032,0.004,0.022
1.16,1.12,1.0,1.04,0.3,0.022,0.032,0.008,0.006,0.002
0.52,0.16,0.28,0.28,0.56,0.028,0.008,0.012,0.028,0.006
0.44,0.36,0.32,0.18,0.9,0.006,0.006,0.02,0.016,0.036000000000000004
1.2,0.88,1.0,1.12,0.46,0.002,0.024,0.02,0.034,0.028
0.48,0.08,0.44,0.24,0.52,0.016,0.012,0.02,0.002,0.016
0.28,0.68,0.4,0.22,1.06,0.012,0.02,0.026,0.012,0.022
1.16,0.92,1.04,1.0,0.4,0.014,0.01,0.002,0.026,0.036000000000000004
0.52,0.04,0.44,0.42,0.64,0.042,0.012,0.002,0.032,0.006
0.4,0.6,0.12,0.12,1.1,0.03,0.01,0.012,0.022,0.01
1.16,0.84,1.04,1.02,0.26,0.014,0.008,0.004,0.01,0.012
0.52,0.08,0.6,0.56,0.7,0.018000000000000002,0.002,0.002,0.022,0.014
0.28,0.72,0.16,0.22,1.08,0.022,0.038,0.006,0.008,0.022
1.12,0.92,0.88,1.0,0.12,0.046,0.004,0.008,0.008,0.022
0.52,0.04,0.48,0.46,0.76,0.008,0.008,0.012,0.036000000000000004,0.022
0.2,0.44,0.04,0.12,1.02,0.024,0.014,0.014,0.016,0.014
1.0,1.08,0.88,1.06,0.1,0.006,0.018000000000000002,0.01,0.006,0.012
0.64,0.6,0.48,0.52,0.5,0.016,0.016,0.006,0.01,0.002
0.04,0.92,1.0,0.1,0.96,0.014,0.024,0.006,0.012,0.03
1.0,0.52,0.44,1.1,0.6,0.036000000000000004,0.002,0.006,0.004,0.016
0.52,0.8,1.24,0.62,0.96,0.024,0.024,0.004,0.01,0.02
0.84,0.44,0.6,0.12,0.62,0.002,0.006,0.012,0.028,0.042
0.48,0.64,1.32,1.12,1.0,0.028,0.006,0.012,0.012,0.026
0.12,0.4,0.64,0.7,0.66,0.024,0.012,0.008,0.04,0.034
0.84,0.92,0.84,0.96,0.86,0.006,0.014,0.006,0.006,0.022
0.52,0.68,0.72,0.54,0.64,0.014,0.042,0.012,0.03,0.012
1.04,1.04,0.68,1.3,1.0,0.002,0.006,0.02,0.024,0.008
0.48,0.72,0.52,0.34,0.72,0.03,0.018000000000000002,0.018000000000000002,0.002,0.028
0.08,1.0,0.92,1.12,0.62,0.018000000000000002,0.026,0.008,0.028,0.006
1.12,0.72,0.68,0.5,0.72,0.012,0.006,0.022,0.002,0.006
0.36,0.8,0.72,1.16,0.94,0.014,0.026,0.016,0.002,0.038
1.32,0.8,0.68,0.54,0.9,0.014,0.026,0.044,0.006,0.032
0.64,0.8,0.92,0.12,0.74,0.034,0.03,0.036000000000000004,0.006,0.008
0.04,0.72,0.88,0.96,1.02,0.008,0.004,0.014,0.006,0.002
1.36,1.0,0.84,0.22,0.7,0.02,0.028,0.002,0.006,0.01
0.8,0.44,0.84,0.08,0.82,0.04,0.018000000000000002,0.016,0.012,0.01
0.16,0.8,0.8,0.78,0.54,0.002,0.006,0.002,0.012,0.018000000000000002
1.36,0.56,0.72,0.54,0.92,0.026,0.008,0.008,0.006,0.018000000000000002
0.52,0.68,0.72,0.02,0.56,0.01,0.006,0.008,0.016,0.006
1.04,0.48,0.72,0.68,1.3,0.002,0.01,0.002,0.014,0.016
0.48,0.96,0.76,0.56,0.38,0.004,0.006,0.016,0.016,0.02
0.04,0.8,0.84,0.7,0.96,0.002,0.006,0.006,0.004,0.012
0.76,0.88,0.84,0.6,0.42,0.004,0.028,0.038,0.026,0.008
0.56,0.8,0.88,0.84,0.2,0.05,0.018000000000000002,0.028,0.012,0.006
0.52,0.92,0.68,0.5,0.92,0.022,0.014,0.018000000000000002,0.02,0.01
0.68,0.76,1.12,1.1,0.62,0.014,0.024,0.002,0.022,0.012
0.64,0.96,0.8,0.46,0.28,0.006,0.02,0.008,0.02,0.004
0.52,0.8,1.0,0.94,1.02,0.004,0.032,0.026,0.024,0.044
0.8,0.8,0.6,0.6,0.56,0.014,0.028,0.028,0.018000000000000002,0.014
0.48,0.64,1.08,0.92,0.3,0.006,0.01,0.004,0.01,0.01
0.92,0.64,0.08,0.72,1.2,0.01,0.02,0.01,0.01,0.03
0.68,0.8,0.36,0.56,0.5,0.004,0.008,0.038,0.02,0.02
0.96,0.6,1.04,0.92,0.34,0.008,0.014,0.016,0.006,0.026
0.72,0.84,0.48,0.82,1.14,0.022,0.018000000000000002,0.002,0.008,0.016
0.96,0.56,1.0,0.64,0.44,0.006,0.014,0.002,0.008,0.022
0.64,0.64,0.08,0.76,0.38,0.016,0.008,0.024,0.002,0.004
0.92,0.76,0.44,0.78,0.96,0.02,0.026,0.026,0.044,0.006
0.88,0.88,1.08,0.82,0.72,0.024,0.016,0.022,0.028,0.02
0.84,0.68,0.56,0.78,0.3,0.006,0.008,0.004,0.008,0.004
0.72,0.84,0.92,0.9,1.12,0.006,0.006,0.028,0.018000000000000002,0.018000000000000002
0.76,0.88,0.04,0.72,0.56,0.002,0.002,0.012,0.012,0.006
1.08,0.76,0.68,0.78,0.46,0.002,0.01,0.002,0.05,0.016
0.8,1.04,0.96,0.68,1.14,0.058,0.01,0.01,0.016,0.002
1.0,0.76,0.24,0.72,0.64,0.034,0.004,0.004,0.032,0.006
0.88,0.76,0.52,0.78,0.52,0.008,0.028,0.014,0.006,0.018000000000000002
0.88,0.88,1.04,0.7,1.1,0.006,0.006,0.012,0.018000000000000002,0.044
0.8,0.92,0.4,0.98,0.4,0.016,0.006,0.01,0.008,0.01
0.92,0.96,0.44,0.82,0.42,0.016,0.006,0.014,0.018000000000000002,0.016
0.72,0.6,1.08,0.82,1.06,0.006,0.01,0.016,0.034,0.052000000000000005
0.56,0.92,0.4,0.76,0.26,0.006,0.014,0.014,0.01,0.01
0.72,0.72,0.52,0.88,0.66,0.002,0.012,0.028,0.022,0.01
0.6,0.96,0.92,0.6,0.9,0.008,0.012,0.012,0.022,0.038
0.8,0.48,0.28,0.82,0.12,0.012,0.028,0.006,0.004,0.006
0.76,1.04,0.4,0.64,0.7,0.002,0.008,0.014,0.004,0.006
0.72,0.64,1.0,0.86,0.94,0.01,0.014,0.006,0.01,0.032
0.84,0.88,0.48,0.5,0.5,0.01,0.012,0.026,0.012,0.008
0.8,0.32,0.48,0.86,0.88,0.014,0.024,0.006,0.006,0.034
0.92,0.76,1.16,0.68,0.02,0.006,0.004,0.026,0.008,0.006
0.72,0.48,0.4,1.0,0.5,0.014,0.024,0.014,0.03,0.016
1.0,0.56,0.56,0.56,0.86,0.002,0.018000000000000002,0.014,0.008,0.006
0.84,0.56,1.12,0.92,0.02,0.002,0.012,0.028,0.004,0.018000000000000002
0.88,0.56,0.56,0.76,0.5,0.012,0.038,0.01,0.012,0.006
0.68,0.8,0.16,0.98,0.96,0.022,0.026,0.01,0.024,0.01
0.76,0.76,1.04,0.68,0.16,0.01,0.016,0.018000000000000002,0.004,0.03
0.72,0.84,0.24,0.92,0.66,0.058,0.02,0.034,0.004,0.032
0.88,1.0,0.28,0.02,0.82,0.014,0.03,0.028,0.006,0.018000000000000002
0.8,0.52,1.0,0.74,0.62,0.006,0.022,0.012,0.008,0.014
0.8,1.16,0.44,0.92,1.06,0.02,0.016,0.02,0.016,0.004
0.68,0.72,0.36,0.74,0.66,0.03,0.006,0.01,0.054000000000000006,0.008
0.88,1.32,1.12,1.08,0.98,0.018000000000000002,0.008,0.014,0.028,0.006
0.6,0.68,0.52,0.16,0.7,0.004,0.006,0.012,0.008,0.032
0.84,1.28,0.24,0.86,0.94,0.01,0.004,0.006,0.016,0.036000000000000004
0.72,0.48,1.08,1.04,0.84,0.002,0.002,0.002,0.022,0.022
1.0,0.08,0.44,0.46,0.84,0.002,0.014,0.02,0.006,0.006
0.76,1.28,0.4,0.9,0.64,0.002,0.008,0.018000000000000002,0.042,0.044
1.08,0.48,1.16,0.42,0.88,0.006,0.02,0.008,0.006,0.02
0.64,0.04,0.36,0.94,0.52,0.016,0.01,0.01,0.01,0.024
0.88,1.08,0.04,0.46,0.92,0.006,0.028,0.006,0.024,0.008
0.88,0.36,1.12,0.88,0.72,0.026,0.034,0.022,0.004,0.006
0.96,0.04,0.44,0.04,0.66,0.02,0.006,0.002,0.01,0.016
0.72,1.04,0.12,0.58,0.86,0.02,0.006,0.006,0.002,0.004
0.96,0.52,1.08,0.88,0.6,0.002,0.016,0.032,0.014,0.01
0.32,0.08,0.52,0.68,0.7,0.016,0.02,0.018000000000000002,0.004,0.004
0.88,0.92,1.2,0.96,0.94,0.016,0.034,0.01,0.008,0.018000000000000002
0.6,0.36,0.64,0.64,0.84,0.016,0.036000000000000004,0.01,0.008,0.008
0.92,0.84,0.08,1.06,1.1,0.016,0.01,0.002,0.01,0.008
0.4,0.36,1.16,0.02,0.88,0.016,0.004,0.016,0.038,0.006
0.92,0.84,0.56,0.72,0.9,0.008,0.004,0.01,0.002,0.004
0.04,0.4,0.72,0.98,0.84,0.022,0.008,0.004,0.022,0.01
0.52,1.08,0.64,0.06,0.5,0.012,0.008,0.038,0.022,0.03
0.92,0.6,0.68,0.6,1.02,0.006,0.002,0.032,0.002,0.012
0.12,0.24,0.52,1.12,0.6,0.046,0.04,0.02,0.006,0.012
0.52,1.04,0.8,0.52,0.74,0.014,0.012,0.022,0.026,0.014
1.08,0.64,0.6,1.12,0.48,0.006,0.048,0.006,0.01,0.018000000000000002
0.12,0.08,0.88,0.08,0.7,0.006,0.018000000000000002,0.006,0.034,0.004
0.72,1.12,0.76,0.66,0.52,0.006,0.02,0.008,0.006,0.012
1.08,0.56,0.84,1.1,0.8,0.002,0.038,0.004,0.012,0.008
0.08,0.32,0.92,0.22,0.52,0.012,0.024,0.002,0.002,0.008
0.84,1.24,0.72,0.54,1.0,0.038,0.014,0.002,0.002,0.012
1.04,0.52,0.96,1.06,0.5,0.002,0.03,0.036000000000000004,0.018000000000000002,0.038
0.16,0.2,0.68,0.36,1.14,0.022,0.038,0.018000000000000002,0.006,0.014
0.76,1.24,0.68,0.64,0.66,0.014,0.046,0.012,0.044,0.042
0.96,0.48,0.8,1.0,1.16,0.018000000000000002,0.002,0.022,0.036000000000000004,0.018000000000000002
0.2,0.4,0.88,0.32,0.74,0.034,0.008,0.018000000000000002,0.016,0.04
0.6,1.04,0.92,0.52,1.24,0.022,0.024,0.006,0.012,0.044
1.16,0.44,0.92,0.96,0.58,0.022,0.01,0.006,0.008,0.02
0.16,0.2,0.76,0.24,1.0,0.016,0.014,0.012,0.012,0.002
0.4,1.04,1.0,0.52,0.86,0.008,0.008,0.024,0.034,0.016
0.92,0.6,0.52,0.86,0.2,0.006,0.008,0.014,0.034,0.01
0.2,0.12,0.88,0.2,0.96,0.022,0.012,0.004,0.006,0.014
0.64,1.0,0.44,0.6,0.66,0.012,0.006,0.022,0.03,0.006
0.92,0.44,0.96,1.0,0.16,0.016,0.008,0.018000000000000002,0.052000000000000005,0.002
0.04,0.24,0.72,0.28,1.02,0.016,0.004,0.022,0.004,0.012
0.68,1.08,1.08,0.78,0.46,0.054000000000000006,0.002,0.022,0.016,0.014
0.96,0.44,0.52,1.12,0.1,0.022,0.028,0.008,0.03,0.026
0.24,0.24,0.88,0.22,0.94,0.014,0.026,0.006,0.01,0.01
0.6,1.08,0.12,0.5,0.68,0.016,0.022,0.012,0.034,0.014
0.88,0.52,0.6,1.06,0.22,0.016,0.008,0.01,0.012,0.012
0.28,0.24,0.8,0.5,0.98,0.03,0.032,0.03,0.006,0.03
0.72,1.12,0.56,0.36,0.48,0.008,0.03,0.004,0.006,0.002
1.08,0.36,0.96,1.1,0.18,0.01,0.006,0.014,0.02,0.014
0.24,0.4,0.08,0.58,1.1,0.012,0.022,0.024,0.026,0.004
0.72,1.12,0.72,0.32,0.4,0.016,0.002,0.004,0.004,0.01
1.08,0.52,1.12,1.2,0.34,0.006,0.038,0.01,0.022,0.026
0.08,0.44,0.16,0.62,1.02,0.018000000000000002,0.012,0.01,0.02,0.038
0.6,1.08,0.76,0.42,0.2,0.016,0.006,0.006,0.016,0.018000000000000002
1.12,0.36,1.12,1.12,0.16,0.016,0.036000000000000004,0.004,0.01,0.012
0.24,0.56,0.2,0.34,1.02,0.024,0.012,0.01,0.006,0.01
0.76,1.08,0.72,0.4,0.44,0.01,0.036000000000000004,0.036000000000000004,0.022,0.014
1.08,0.56,1.04,0.94,0.22,0.002,0.012,0.008,0.016,0.012
0.28,0.36,0.2,0.18,1.16,0.01,0.018000000000000002,0.022,0.012,0.034
0.48,1.08,0.52,0.26,0.32,0.002,0.024,0.006,0.008,0.01
1.04,0.32,1.0,1.06,0.28,0.006,0.002,0.044,0.024,0.012
0.4,0.32,0.4,0.52,1.08,0.01,0.024,0.01,0.038,0.032
0.52,1.24,0.36,0.36,0.46,0.026,0.036000000000000004,0.034,0.004,0.008
1.16,0.6,0.96,1.14,0.3,0.004,0.006,0.022,0.008,0.012
0.24,0.44,0.44,0.36,1.16,0.016,0.022,0.014,0.022,0.012
0.44,1.08,0.32,0.5,0.4,0.004,0.004,0.022,0.016,0.014
0.96,0.44,1.04,1.02,0.36,0.002,0.004,0.024,0.034,0.002
0.28,0.48,0.2,0.46,1.12,0.022,0.05,0.006,0.006,0.01
0.48,1.2,0.4,0.24,0.42,0.018000000000000002,0.024,0.022,0.026,0.018000000000000002
0.92,0.52,1.0,1.14,0.46,0.018000000000000002,0.012,0.006,0.012,0.018000000000000002
0.44,0.48,0.4,0.24,1.2,0.006,0.014,0.01,0.032,0.002
0.52,1.08,0.44,0.36,0.62,0.016,0.002,0.014,0.022,0.004
0.88,0.24,0.84,1.16,0.26,0.04,0.026,0.012,0.012,0.004
0.24,0.44,0.32,0.48,1.06,0.018000000000000002,0.032,0.002,0.014,0.004
0.64,1.04,0.32,0.36,0.54,0.018000000000000002,0.012,0.016,0.014,0.002
1.08,0.12,1.04,0.94,0.4,0.008,0.002,0.008,0.028,0.006
0.28,0.6,0.36,0.54,1.16,0.02,0.002,0.006,0.008,0.012
0.68,1.12,0.4,0.42,0.16,0.042,0.01,0.002,0.028,0.016
0.96,0.28,1.0,1.22,0.48,0.028,0.006,0.02,0.06,0.002
0.2,0.64,0.32,0.4,1.1,0.046,0.006,0.01,0.03,0.016
0.44,1.12,0.24,0.24,0.16,0.016,0.016,0.006,0.008,0.004
0.88,0.2,1.08,1.0,0.62,0.006,0.004,0.014,0.002,0.016
0.24,0.68,0.52,0.56,1.16,0.004,0.012,0.002,0.01,0.008
0.72,0.96,0.32,0.34,0.34,0.018000000000000002,0.01,0.034,0.016,0.014
1.2,0.36,1.16,1.06,0.54,0.002,0.018000000000000002,0.002,0.002,0.006
0.2,0.6,0.52,0.3,1.14,0.008,0.012,0.008,0.012,0.006
0.44,1.04,0.24,0.18,0.36,0.004,0.006,0.04,0.022,0.012
1.04,0.36,1.0,0.98,0.7,0.01,0.014,0.016,0.028,0.016
0.44,0.76,0.72,0.56,1.18,0.01,0.016,0.004,0.004,0.008
0.72,1.12,0.16,0.24,0.44,0.004,0.024,0.014,0.022,0.014
1.04,0.28,1.08,0.88,0.56,0.004,0.032,0.006,0.012,0.028
0.36,0.6,0.56,0.38,1.2,0.032,0.014,0.006,0.012,0.006
0.64,1.0,1.08,0.18,0.26,0.034,0.024,0.022,0.018000000000000002,0.002
1.12,0.08,0.36,1.04,0.72,0.004,0.018000000000000002,0.016,0.01,0.014
0.32,0.72,0.04,0.34,1.14,0.014,0.014,0.014,0.008,0.014
0.68,1.04,1.28,0.42,0.14,0.004,0.022,0.008,0.014,0.006
1.28,0.08,0.64,0.94,0.5,0.03,0.01,0.004,0.01,0.008
0.48,0.44,1.0,0.68,1.06,0.016,0.026,0.004,0.012,0.01
0.4,0.92,0.64,0.4,0.3,0.012,0.016,0.006,0.01,0.016
1.0,0.16,0.6,1.1,0.72,0.026,0.006,0.016,0.008,0.01
0.4,0.68,0.8,0.54,0.94,0.012,0.01,0.006,0.008,0.002
0.56,1.0,0.76,0.26,0.2,0.04,0.002,0.022,0.006,0.02
1.12,0.24,0.6,1.16,0.7,0.012,0.018000000000000002,0.028,0.018000000000000002,0.022
0.36,0.68,0.92,0.46,0.92,0.028,0.006,0.016,0.036000000000000004,0.02
0.64,0.96,0.68,0.4,0.28,0.02,0.006,0.018000000000000002,0.02,0.01
1.0,0.2,1.0,1.24,0.62,0.012,0.014,0.014,0.03,0.022
0.48,0.76,0.96,0.3,0.92,0.01,0.006,0.014,0.01,0.03
0.52,0.96,0.64,0.38,0.42,0.002,0.048,0.014,0.012,0.02
1.16,0.28,1.12,1.12,0.84,0.012,0.014,0.026,0.006,0.004
0.52,0.72,0.76,0.72,0.2,0.012,0.012,0.006,0.002,0.022
0.56,0.92,0.6,0.2,0.52,0.02,0.016,0.034,0.036000000000000004,0.012
1.0,0.16,0.76,1.18,1.02,0.002,0.006,0.02,0.004,0.024
0.4,0.64,0.84,0.52,0.14,0.012,0.004,0.014,0.016,0.034
0.56,0.96,0.56,0.34,0.54,0.004,0.014,0.022,0.05,0.004
1.0,0.08,0.76,1.2,0.96,0.01,0.008,0.006,0.028,0.038
0.28,0.48,0.72,0.16,0.06,0.014,0.002,0.012,0.008,0.006
