Voltaje_Cen_0,Voltaje_Cen_1,Voltaje_Cen_2,Voltaje_Cen_3,Voltaje_Cen_4,Voltaje_Ext_0,Voltaje_Ext_1,Voltaje_Ext_2,Voltaje_Ext_3,Voltaje_Ext_4
0.4,0.16,0.12,0.52,0.16,0.03,0.046,0.058,0.006,0.02
0.6,0.4,0.56,0.1,0.5,0.034,0.05,0.05,0.034,0.04
0.08,0.12,0.92,0.26,0.04,0.014,0.038,0.004,0.046,0.044
0.46,0.58,0.34,0.54,0.14,0.034,0.038,0.032,0.026,0.02
0.02,0.18,0.04,0.14,0.42,0.05,0.002,0.042,0.04,0.014
0.06,1.1,0.82,0.62,0.08,0.024,0.028,0.032,0.024,0.056
0.5,0.28,0.98,0.08,0.12,0.056,0.036000000000000004,0.028,0.062,0.066
0.1,0.18,0.24,0.08,0.58,0.004,0.042,0.008,0.014,0.048
0.56,0.54,0.62,0.62,0.62,0.016,0.038,0.002,0.028,0.016
0.22,0.92,0.9,0.06,1.22,0.008,0.02,0.038,0.046,0.006
0.46,0.08,0.4,0.92,0.66,0.016,0.024,0.038,0.07200000000000001,0.016
0.26,0.12,0.56,1.06,0.82,0.044,0.004,0.044,0.034,0.016
1.08,0.82,0.8,0.78,1.02,0.016,0.038,0.022,0.01,0.024
0.44,0.88,0.38,0.72,0.52,0.03,0.022,0.014,0.03,0.014
0.76,0.02,0.06,1.08,0.66,0.018000000000000002,0.016,0.018000000000000002,0.054000000000000006,0.014
0.98,0.72,0.76,0.72,1.12,0.034,0.016,0.022,0.012,0.028
0.4,0.8,0.98,0.64,0.58,0.028,0.034,0.012,0.006,0.044
0.08,0.18,0.42,1.08,0.74,0.024,0.044,0.038,0.034,0.038
0.66,0.06,0.28,0.4,1.14,0.026,0.046,0.036000000000000004,0.03,0.022
1.08,0.74,0.54,0.62,0.32,0.022,0.012,0.016,0.024,0.012
0.46,0.86,0.4,0.9,0.6,0.02,0.014,0.006,0.056,0.038
0.74,0.1,0.38,0.4,0.98,0.01,0.006,0.034,0.014,0.056
0.92,0.76,0.48,0.74,0.52,0.052000000000000005,0.038,0.034,0.022,0.04
0.32,0.3,0.14,0.84,0.1,0.008,0.008,0.038,0.006,0.038
0.64,0.16,0.58,0.56,0.42,0.038,0.016,0.02,0.004,0.006
