Voltaje_Cen_0,Voltaje_Cen_1,Voltaje_Cen_2,Voltaje_Cen_3,Voltaje_Cen_4,Voltaje_Ext_0,Voltaje_Ext_1,Voltaje_Ext_2,Voltaje_Ext_3,Voltaje_Ext_4
1.72,1.64,1.68,1.48,1.64,0.82,0.88,0.88,1.3,0.78
1.68,1.72,1.72,1.8,1.88,0.72,0.66,0.68,0.82,0.72
1.76,1.76,1.92,1.84,1.88,0.68,0.64,0.66,0.7,0.62
1.84,1.8,1.92,1.88,1.88,0.6,0.66,0.64,0.66,0.66
1.92,1.84,1.76,1.84,1.8,0.6,0.6,0.6,0.62,0.62
1.84,1.88,1.84,1.84,1.84,0.52,0.58,0.64,0.58,0.64
1.8,1.84,1.88,1.84,1.92,0.56,0.6,0.6,0.58,0.54
1.88,1.76,2.0,1.92,1.92,0.56,0.58,0.56,0.48,0.54
1.88,1.76,1.8,1.92,1.92,0.54,0.54,0.58,0.52,0.58
1.96,1.96,1.84,1.84,1.92,0.56,0.5,0.56,0.54,0.54
1.88,2.0,1.84,1.76,1.84,0.52,0.54,0.54,0.56,0.46
1.88,1.88,1.84,1.92,1.88,0.48,0.5,0.52,0.56,0.52
1.88,1.88,2.0,1.92,1.92,0.56,0.5,0.5,0.52,0.5
1.92,1.92,2.0,1.88,1.92,0.54,0.52,0.46,0.48,0.48
1.96,1.88,1.96,1.92,1.84,0.48,0.48,0.54,0.5,0.46
1.92,1.96,1.84,1.92,1.88,0.46,0.52,0.5,0.5,0.48
1.84,1.96,1.92,1.84,1.92,0.48,0.58,0.48,0.52,0.48
1.96,1.84,1.92,2.0,2.0,0.52,0.52,0.46,0.54,0.5
1.96,1.88,1.92,1.92,1.96,0.52,0.46,0.48,0.48,0.52
1.92,1.92,1.88,1.88,1.92,0.52,0.5,0.5,0.44,0.46
1.88,1.96,1.84,1.84,1.92,0.48,0.48,0.52,0.48,0.4
1.92,1.96,1.84,1.92,1.92,0.48,0.54,0.48,0.52,0.46
1.88,1.96,1.88,1.96,1.92,0.5,0.5,0.42,0.48,0.52
1.92,1.92,1.92,1.96,1.88,0.46,0.46,0.4,0.5,0.5
2.0,1.92,1.92,1.84,1.92,0.52,0.44,0.46,0.5,0.48
1.68,1.68,1.68,1.48,1.56,0.84,0.82,0.82,1.22,0.84
1.72,1.76,1.76,1.72,1.8,0.68,0.7,0.72,0.76,0.68
1.76,1.72,1.88,1.88,1.88,0.64,0.68,0.66,0.7,0.62
1.88,1.72,1.96,1.92,1.76,0.6,0.62,0.58,0.62,0.64
1.92,1.8,1.84,1.84,1.8,0.6,0.54,0.56,0.62,0.62
1.88,1.92,1.76,1.84,1.88,0.56,0.56,0.56,0.58,0.62
1.88,1.92,1.84,1.92,1.92,0.56,0.56,0.56,0.58,0.56
1.76,1.88,1.92,1.88,1.92,0.6,0.6,0.64,0.56,0.54
1.88,1.88,1.96,1.88,1.92,0.62,0.5,0.58,0.52,0.56
1.92,1.92,1.92,1.84,1.8,0.48,0.54,0.58,0.54,0.56
1.92,1.88,1.88,1.84,1.84,0.52,0.48,0.5,0.56,0.54
1.96,1.96,1.92,1.92,1.96,0.52,0.54,0.54,0.5,0.48
1.88,1.84,1.92,1.96,1.92,0.58,0.56,0.5,0.48,0.54
1.92,1.88,1.88,1.92,1.84,0.46,0.54,0.5,0.48,0.48
1.88,1.92,1.92,1.88,1.88,0.44,0.5,0.5,0.56,0.54
1.88,1.96,1.88,1.92,2.0,0.56,0.5,0.5,0.5,0.5
1.96,1.96,1.96,1.92,1.88,0.46,0.46,0.52,0.5,0.5
1.92,1.88,1.92,2.0,2.0,0.56,0.44,0.44,0.5,0.48
1.92,1.88,1.92,2.0,1.96,0.46,0.52,0.42,0.48,0.54
1.92,1.92,1.84,1.84,1.92,0.44,0.48,0.52,0.48,0.48
1.96,1.92,1.84,1.88,1.88,0.52,0.44,0.44,0.52,0.5
1.8,1.96,1.92,1.92,1.92,0.48,0.56,0.5,0.5,0.5
1.92,1.84,1.92,2.0,2.0,0.52,0.48,0.48,0.48,0.48
1.92,1.88,2.04,1.96,1.96,0.48,0.48,0.54,0.44,0.48
1.92,1.96,1.84,1.96,1.88,0.36,0.42,0.46,0.42,0.48
1.68,1.68,1.72,1.56,1.64,0.82,0.82,0.82,1.12,0.8
1.76,1.84,1.8,1.68,1.84,0.7,0.7,0.7,0.76,0.74
1.8,1.76,1.88,1.8,1.88,0.68,0.68,0.6,0.66,0.64
1.84,1.8,2.04,1.84,1.8,0.66,0.64,0.64,0.6,0.66
1.84,1.92,1.84,1.84,1.88,0.54,0.58,0.58,0.62,0.58
1.8,2.0,1.68,1.8,1.84,0.56,0.58,0.58,0.56,0.54
1.84,1.84,1.88,1.92,2.0,0.56,0.54,0.56,0.62,0.58
1.96,1.8,1.92,1.84,1.92,0.58,0.52,0.54,0.64,0.54
1.92,1.84,1.92,1.92,1.84,0.5,0.5,0.52,0.56,0.54
1.96,1.88,1.88,1.84,1.88,0.56,0.52,0.54,0.56,0.52
1.88,1.92,1.76,1.88,1.84,0.5,0.5,0.56,0.56,0.54
1.84,1.92,1.96,1.88,1.92,0.58,0.6,0.52,0.5,0.48
1.92,1.92,1.96,1.92,1.92,0.48,0.5,0.48,0.46,0.52
1.92,1.88,1.92,1.92,1.84,0.52,0.52,0.48,0.52,0.5
2.0,1.88,1.92,1.88,1.88,0.48,0.5,0.58,0.46,0.48
1.88,1.96,1.84,1.88,1.92,0.48,0.56,0.48,0.54,0.46
1.88,1.96,1.92,1.92,1.92,0.48,0.48,0.44,0.52,0.46
1.88,1.92,1.92,1.92,1.92,0.54,0.48,0.48,0.54,0.46
1.84,1.84,1.92,1.92,1.96,0.56,0.44,0.48,0.46,0.52
1.88,1.92,1.8,1.96,1.92,0.48,0.48,0.46,0.5,0.44
1.88,1.96,1.88,1.84,1.92,0.42,0.48,0.46,0.46,0.46
1.88,1.92,1.92,1.96,1.92,0.48,0.46,0.5,0.48,0.5
1.88,1.92,1.92,1.92,1.96,0.48,0.5,0.46,0.4,0.5
2.0,1.88,1.96,1.88,1.88,0.5,0.48,0.42,0.46,0.5
1.92,1.92,1.88,1.84,1.84,0.5,0.48,0.46,0.46,0.44
1.68,1.76,1.68,1.52,1.6,0.8,0.8,0.82,1.1,0.76
1.76,1.72,1.8,1.76,1.88,0.7,0.72,0.7,0.76,0.64
1.76,1.8,1.72,1.84,1.92,0.68,0.7,0.54,0.68,0.74
1.84,1.84,1.92,1.84,1.76,0.64,0.66,0.62,0.62,0.62
1.92,1.84,1.84,1.84,1.8,0.6,0.56,0.66,0.62,0.6
1.88,1.92,1.92,1.76,1.96,0.54,0.58,0.6,0.6,0.52
1.8,1.84,1.84,1.92,1.92,0.58,0.56,0.6,0.56,0.52
1.8,1.84,1.92,1.88,1.96,0.54,0.54,0.54,0.5,0.56
1.92,1.84,1.84,2.0,1.84,0.54,0.56,0.54,0.52,0.52
1.88,1.92,1.88,1.92,1.76,0.54,0.56,0.52,0.5,0.54
1.92,1.92,1.92,1.88,1.92,0.48,0.52,0.54,0.5,0.5
1.88,1.96,1.92,1.88,1.96,0.52,0.5,0.52,0.56,0.5
1.96,1.84,2.0,1.92,1.92,0.52,0.54,0.5,0.48,0.48
