Voltaje_Cen_0,Voltaje_Cen_1,Voltaje_Cen_2,Voltaje_Cen_3,Voltaje_Cen_4,Voltaje_Ext_0,Voltaje_Ext_1,Voltaje_Ext_2,Voltaje_Ext_3,Voltaje_Ext_4
1.1,1.32,1.2,1.14,1.32,0.376,0.448,0.384,0.384,0.376
0.92,1.14,0.96,1.3,0.98,0.376,0.36,0.392,0.344,0.328
0.78,1.24,1.18,1.36,1.18,0.336,0.328,0.368,0.392,0.344
0.94,1.22,1.18,1.12,1.24,0.368,0.304,0.336,0.376,0.328
1.18,1.1,1.2,1.18,1.12,0.344,0.328,0.304,0.328,0.328
1.02,0.86,0.98,0.92,0.96,0.336,0.328,0.32,0.28800000000000003,0.264
0.9,0.92,0.82,1.08,1.02,0.304,0.28,0.336,0.328,0.304
0.82,1.14,0.98,1.22,1.08,0.344,0.32,0.368,0.312,0.35200000000000004
0.98,1.16,1.1,1.06,1.14,0.328,0.272,0.304,0.344,0.304
1.06,0.94,1.2,0.9,1.16,0.304,0.328,0.29600000000000004,0.344,0.312
1.08,0.96,0.92,0.92,0.88,0.304,0.312,0.304,0.256,0.272
0.88,0.98,0.7,1.06,0.84,0.28,0.336,0.32,0.28,0.29600000000000004
0.78,1.16,1.12,1.18,1.06,0.312,0.29600000000000004,0.328,0.29600000000000004,0.304
0.94,1.12,1.06,1.06,1.18,0.32,0.28,0.256,0.32,0.312
1.44,0.96,1.1,0.9,1.04,0.28800000000000003,0.328,0.28,0.304,0.304
1.18,0.78,0.98,0.9,0.96,0.248,0.264,0.28,0.264,0.264
1.08,0.96,0.9,0.88,0.82,0.29600000000000004,0.264,0.304,0.256,0.272
0.98,1.18,0.9,1.12,1.02,0.28800000000000003,0.28,0.29600000000000004,0.29600000000000004,0.256
1.16,1.1,1.06,1.12,1.08,0.328,0.29600000000000004,0.32,0.312,0.304
1.22,0.96,1.12,0.94,1.06,0.272,0.28800000000000003,0.28800000000000003,0.272,0.28
1.18,0.84,1.0,0.82,0.84,0.28,0.28800000000000003,0.304,0.248,0.24
1.0,0.86,0.74,0.86,0.94,0.29600000000000004,0.304,0.29600000000000004,0.28,0.29600000000000004
0.88,1.02,0.92,1.06,1.02,0.28,0.256,0.304,0.264,0.272
1.02,1.08,1.06,1.06,1.06,0.304,0.28,0.256,0.29600000000000004,0.29600000000000004
1.16,0.9,1.02,0.86,0.98,0.28,0.28800000000000003,0.248,0.264,0.28
1.12,1.2,1.28,1.3,1.14,0.4,0.464,0.376,0.416,0.376
0.98,1.2,0.96,1.12,1.18,0.368,0.4,0.376,0.36,0.368
0.8,1.28,1.06,1.22,1.22,0.416,0.35200000000000004,0.344,0.392,0.368
1.0,1.22,1.18,1.24,1.42,0.36,0.304,0.376,0.312,0.36
1.24,1.08,1.24,0.98,1.14,0.304,0.312,0.29600000000000004,0.312,0.272
1.06,0.86,1.08,1.02,0.9,0.29600000000000004,0.336,0.304,0.29600000000000004,0.336
0.82,1.06,0.82,1.1,1.02,0.29600000000000004,0.312,0.336,0.312,0.336
0.88,1.02,0.92,1.08,1.06,0.304,0.29600000000000004,0.36,0.32,0.312
1.02,1.2,1.2,1.06,1.24,0.336,0.28800000000000003,0.29600000000000004,0.312,0.35200000000000004
1.12,1.0,1.2,1.02,1.04,0.28,0.28800000000000003,0.32,0.28,0.312
1.04,0.72,1.08,0.9,0.88,0.312,0.328,0.29600000000000004,0.264,0.29600000000000004
0.92,0.92,0.96,0.92,0.82,0.312,0.32,0.312,0.28,0.264
0.76,1.02,0.96,1.12,1.06,0.32,0.336,0.29600000000000004,0.312,0.32
1.06,1.04,1.14,1.02,1.06,0.248,0.28,0.28,0.28800000000000003,0.328
1.4,1.0,1.06,0.98,1.02,0.28,0.28800000000000003,0.312,0.29600000000000004,0.28800000000000003
1.3,0.8,0.9,0.86,0.88,0.272,0.28800000000000003,0.328,0.28,0.264
1.02,0.92,0.9,0.92,0.9,0.32,0.29600000000000004,0.304,0.29600000000000004,0.32
0.9,1.14,0.8,1.06,0.98,0.32,0.328,0.248,0.32,0.32
1.2,1.08,1.04,1.12,1.18,0.32,0.28800000000000003,0.29600000000000004,0.29600000000000004,0.328
