Voltaje_Cen_0,Voltaje_Cen_1,Voltaje_Cen_2,Voltaje_Cen_3,Voltaje_Cen_4,Voltaje_Ext_0,Voltaje_Ext_1,Voltaje_Ext_2,Voltaje_Ext_3,Voltaje_Ext_4
0.12,0.1,0.1,0.12,0.12,0.112,0.128,0.14400000000000002,0.128,0.192
0.16,0.14,0.16,0.12,0.16,0.184,0.14400000000000002,0.08,0.096,0.16
0.18,0.16,0.16,0.18,0.2,0.152,0.096,0.07200000000000001,0.128,0.16
0.22,0.2,0.18,0.18,0.2,0.14400000000000002,0.192,0.08800000000000001,0.14400000000000002,0.096
0.22,0.2,0.2,0.18,0.22,0.112,0.096,0.152,0.096,0.104
0.22,0.22,0.2,0.2,0.22,0.016,0.096,0.112,0.12,0.208
0.24,0.22,0.22,0.22,0.22,0.08,0.136,0.136,0.08800000000000001,0.184
0.24,0.24,0.24,0.22,0.24,0.14400000000000002,0.128,0.056,0.28,0.16
0.26,0.26,0.26,0.22,0.26,0.14400000000000002,0.136,0.08,0.104,0.04
0.26,0.26,0.24,0.24,0.26,0.128,0.112,0.096,0.16,0.08800000000000001
0.28,0.24,0.26,0.28,0.28,0.064,0.08,0.16,0.136,0.112
0.28,0.26,0.26,0.28,0.26,0.08,0.016,0.096,0.16,0.128
0.28,0.28,0.28,0.26,0.28,0.12,0.08800000000000001,0.08,0.064,0.128
0.28,0.28,0.26,0.26,0.28,0.12,0.12,0.08,0.12,0.08
0.3,0.28,0.28,0.28,0.28,0.128,0.128,0.14400000000000002,0.152,0.07200000000000001
0.28,0.3,0.28,0.3,0.3,0.08,0.048,0.12,0.08,0.07200000000000001
0.32,0.3,0.3,0.28,0.3,0.104,0.08800000000000001,0.064,0.16,0.12
0.28,0.28,0.3,0.3,0.3,0.14400000000000002,0.184,0.104,0.12,0.12
0.32,0.3,0.32,0.28,0.32,0.104,0.168,0.112,0.112,0.056
0.3,0.32,0.3,0.32,0.32,0.12,0.184,0.096,0.12,0.112
0.32,0.32,0.3,0.32,0.32,0.07200000000000001,0.152,0.128,0.096,0.128
0.3,0.32,0.34,0.32,0.32,0.168,0.112,0.16,0.08800000000000001,0.104
0.32,0.32,0.34,0.3,0.32,0.096,0.136,0.08,0.056,0.07200000000000001
0.34,0.32,0.32,0.3,0.34,0.12,0.016,0.12,0.096,0.08
0.34,0.34,0.32,0.32,0.12,0.016,0.096,0.008,0.128,0.128
0.12,0.12,0.14,0.08,0.14,0.096,0.168,0.192,0.096,0.192
0.18,0.16,0.16,0.14,0.16,0.08800000000000001,0.12,0.096,0.08800000000000001,0.16
0.18,0.18,0.18,0.18,0.18,0.128,0.136,0.128,0.112,0.104
0.22,0.2,0.16,0.18,0.2,0.16,0.136,0.192,0.136,0.128
0.22,0.2,0.22,0.2,0.22,0.096,0.168,0.14400000000000002,0.112,0.096
0.22,0.22,0.22,0.22,0.24,0.112,0.112,0.12,0.14400000000000002,0.08800000000000001
0.24,0.22,0.24,0.22,0.26,0.136,0.07200000000000001,0.128,0.064,0.2
0.24,0.24,0.24,0.24,0.24,0.128,0.056,0.104,0.128,0.104
0.26,0.26,0.26,0.22,0.24,0.128,0.152,0.112,0.136,0.096
0.24,0.24,0.26,0.26,0.28,0.128,0.08800000000000001,0.12,0.12,0.112
0.26,0.28,0.26,0.28,0.26,0.024,0.128,0.17600000000000002,0.096,0.104
0.28,0.28,0.28,0.26,0.28,0.08,0.14400000000000002,0.112,0.056,0.128
0.28,0.26,0.28,0.26,0.28,0.096,0.12,0.048,0.112,0.12
0.28,0.28,0.26,0.28,0.28,0.104,0.096,0.112,0.104,0.136
0.28,0.28,0.28,0.28,0.28,0.128,0.032,0.136,0.112,0.096
0.28,0.28,0.28,0.28,0.3,0.056,0.096,0.152,0.096,0.064
0.32,0.32,0.3,0.32,0.3,0.08,0.08800000000000001,0.128,0.064,0.112
0.3,0.28,0.3,0.3,0.32,0.16,0.21600000000000005,0.096,0.112,0.136
0.32,0.32,0.3,0.3,0.3,0.14400000000000002,0.128,0.096,0.12,0.07200000000000001
0.32,0.3,0.32,0.3,0.32,0.112,0.064,0.112,0.112,0.08
0.32,0.32,0.32,0.3,0.3,0.104,0.104,0.136,0.104,0.07200000000000001
0.3,0.32,0.32,0.32,0.32,0.096,0.12,0.096,0.08,0.08800000000000001
0.32,0.34,0.3,0.32,0.32,0.104,0.08,0.056,0.112,0.128
