Voltaje_Cen_0,Voltaje_Cen_1,Voltaje_Cen_2,Voltaje_Cen_3,Voltaje_Cen_4,Voltaje_Ext_0,Voltaje_Ext_1,Voltaje_Ext_2,Voltaje_Ext_3,Voltaje_Ext_4
0.104,0.096,0.1,0.096,0.1,2.0,2.48,2.08,2.64,2.08
0.108,0.104,0.104,0.104,0.104,1.84,1.92,1.76,1.92,1.84
0.108,0.108,0.108,0.104,0.108,1.68,1.76,1.68,1.68,1.68
0.112,0.108,0.108,0.108,0.112,1.68,1.68,1.68,1.68,1.68
0.112,0.108,0.108,0.112,0.112,1.6,1.6,1.6,1.68,1.68
0.112,0.112,0.112,0.112,0.112,1.6,1.6,1.6,1.6,1.52
0.112,0.112,0.112,0.112,0.112,1.6,1.68,1.6,1.52,1.52
0.112,0.116,0.112,0.112,0.112,1.52,1.52,1.52,1.6,1.52
0.116,0.112,0.112,0.112,0.116,1.52,1.52,1.52,1.6,1.52
0.116,0.112,0.112,0.116,0.112,1.52,1.44,1.52,1.52,1.52
0.12,0.116,0.116,0.116,0.116,1.44,1.52,1.52,1.52,1.52
0.12,0.12,0.12,0.112,0.12,1.44,1.52,1.52,1.44,1.52
0.116,0.12,0.116,0.12,0.116,1.44,1.44,1.52,1.52,1.52
0.116,0.116,0.116,0.116,0.12,1.44,1.44,1.44,1.44,1.36
0.12,0.116,0.12,0.12,0.12,1.52,1.44,1.44,1.44,1.44
0.116,0.12,0.12,0.116,0.12,1.44,1.36,1.36,1.44,1.44
0.12,0.116,0.124,0.12,0.12,1.44,1.44,1.36,1.44,1.44
0.12,0.116,0.116,0.116,0.12,1.44,1.36,1.44,1.44,1.36
0.124,0.12,0.12,0.12,0.124,1.36,1.44,1.44,1.36,1.44
0.12,0.116,0.12,0.12,0.124,1.44,1.36,1.36,1.36,1.36
0.124,0.124,0.12,0.12,0.12,1.44,1.44,1.44,1.36,1.36
0.124,0.124,0.12,0.12,0.12,1.36,1.36,1.36,1.36,1.36
0.124,0.124,0.12,0.124,0.124,1.36,1.44,1.44,1.28,1.36
