,0,1
Res_at_0.2,12290.211959634064,479.2543689614566
Res_at_0.3,13189.14774247465,786.5104961788028
Res_at_0.4,13979.458882521678,614.314182173954
Res_at_0.5,14775.209422644457,658.7458830401258
Res_at_0.6,15334.137040768113,664.3485460397453
Res_at_0.7,15698.545998791196,816.4923469380976
Res_at_0.8,15848.992500007886,895.494457705855
Res_at_0.9,16383.594275016249,996.6442602421675
