Res_at_0.2,Res_at_0.3,Res_at_0.4,Res_at_0.5,Res_at_0.6,Res_at_0.7,Res_at_0.8,Res_at_0.9
1672.9166666666665,1685.1063829787233,1697.8260869565215,1673.9130434782608,1749.9999999999998,1686.6666666666665,1749.9999999999998,1724.9999999999998
1627.0833333333333,1685.1063829787233,1673.9130434782608,1735.5555555555554,1711.111111111111,1711.111111111111,1724.9999999999998,1724.9999999999998
1685.1063829787233,1685.1063829787233,1735.5555555555554,1735.5555555555554,1711.111111111111,1711.111111111111,1724.9999999999998,1765.1162790697674
1650.0,1685.1063829787233,1697.8260869565215,1760.0,1774.9999999999998,1724.9999999999998,1686.6666666666665,1749.9999999999998
1672.9166666666665,1685.1063829787233,1721.7391304347825,1711.111111111111,1711.111111111111,1724.9999999999998,1711.111111111111,1724.9999999999998
1650.0,1721.7391304347825,1697.8260869565215,1697.8260869565215,1711.111111111111,1749.9999999999998,1749.9999999999998,1749.9999999999998
1695.8333333333333,1685.1063829787233,1721.7391304347825,1673.9130434782608,1711.111111111111,1735.5555555555554,1724.9999999999998,1724.9999999999998
1672.9166666666665,1650.0,1697.8260869565215,1760.0,1711.111111111111,1749.9999999999998,1724.9999999999998,1749.9999999999998
1650.0,1661.7021276595744,1697.8260869565215,1735.5555555555554,1711.111111111111,1749.9999999999998,1765.1162790697674,1724.9999999999998
1672.9166666666665,1685.1063829787233,1697.8260869565215,1735.5555555555554,1711.111111111111,1711.111111111111,1749.9999999999998,1765.1162790697674
1672.9166666666665,1685.1063829787233,1697.8260869565215,1735.5555555555554,1735.5555555555554,1711.111111111111,1749.9999999999998,1724.9999999999998
1695.8333333333333,1672.9166666666665,1697.8260869565215,1697.8260869565215,1686.6666666666665,1749.9999999999998,1749.9999999999998,1724.9999999999998
1672.9166666666665,1650.0,1721.7391304347825,1697.8260869565215,1711.111111111111,1711.111111111111,1749.9999999999998,1724.9999999999998
1672.9166666666665,1650.0,1661.7021276595744,1697.8260869565215,1735.5555555555554,1711.111111111111,1724.9999999999998,1790.6976744186045
1672.9166666666665,1650.0,1721.7391304347825,1673.9130434782608,1760.0,1711.111111111111,1686.6666666666665,1749.9999999999998
1672.9166666666665,1708.5106382978724,1697.8260869565215,1697.8260869565215,1673.9130434782608,1711.111111111111,1749.9999999999998,1765.1162790697674
1672.9166666666665,1650.0,1721.7391304347825,1673.9130434782608,1711.111111111111,1735.5555555555554,1711.111111111111,1724.9999999999998
1672.9166666666665,1708.5106382978724,1721.7391304347825,1697.8260869565215,1711.111111111111,1735.5555555555554,1749.9999999999998,1749.9999999999998
1650.0,1708.5106382978724,1697.8260869565215,1673.9130434782608,1735.5555555555554,1749.9999999999998,1724.9999999999998,1724.9999999999998
1672.9166666666665,1650.0,1721.7391304347825,1721.7391304347825,1735.5555555555554,1735.5555555555554,1686.6666666666665,1700.0
1672.9166666666665,1685.1063829787233,1673.9130434782608,1721.7391304347825,1749.9999999999998,1749.9999999999998,1724.9999999999998,1749.9999999999998
1695.8333333333333,1708.5106382978724,1697.8260869565215,1697.8260869565215,1735.5555555555554,1711.111111111111,1686.6666666666665,1749.9999999999998
1695.8333333333333,1708.5106382978724,1697.8260869565215,1697.8260869565215,1735.5555555555554,1724.9999999999998,1686.6666666666665,1724.9999999999998
1672.9166666666665,1685.1063829787233,1721.7391304347825,1711.111111111111,1735.5555555555554,1673.9130434782608,1686.6666666666665,1724.9999999999998
1672.9166666666665,1650.0,1745.6521739130433,1721.7391304347825,1711.111111111111,1711.111111111111,1774.9999999999998,1724.9999999999998
1672.9166666666665,1650.0,1673.9130434782608,1735.5555555555554,1749.9999999999998,1711.111111111111,1724.9999999999998,1724.9999999999998
1672.9166666666665,1627.0833333333333,1685.1063829787233,1697.8260869565215,1735.5555555555554,1686.6666666666665,1774.9999999999998,1724.9999999999998
1638.7755102040817,1672.9166666666665,1685.1063829787233,1697.8260869565215,1711.111111111111,1711.111111111111,1724.9999999999998,1774.9999999999998
1672.9166666666665,1650.0,1697.8260869565215,1721.7391304347825,1686.6666666666665,1711.111111111111,1686.6666666666665,1724.9999999999998
1672.9166666666665,1708.5106382978724,1721.7391304347825,1673.9130434782608,1711.111111111111,1711.111111111111,1749.9999999999998,1749.9999999999998
1672.9166666666665,1650.0,1697.8260869565215,1735.5555555555554,1711.111111111111,1711.111111111111,1749.9999999999998,1749.9999999999998
1695.8333333333333,1685.1063829787233,1697.8260869565215,1697.8260869565215,1735.5555555555554,1711.111111111111,1749.9999999999998,1724.9999999999998
1672.9166666666665,1650.0,1721.7391304347825,1697.8260869565215,1711.111111111111,1749.9999999999998,1724.9999999999998,1749.9999999999998
1695.8333333333333,1731.9148936170213,1697.8260869565215,1697.8260869565215,1735.5555555555554,1749.9999999999998,1749.9999999999998,1749.9999999999998
1672.9166666666665,1627.0833333333333,1721.7391304347825,1697.8260869565215,1711.111111111111,1686.6666666666665,1724.9999999999998,1711.111111111111
1672.9166666666665,1650.0,1721.7391304347825,1697.8260869565215,1711.111111111111,1774.9999999999998,1749.9999999999998,1724.9999999999998
1672.9166666666665,1685.1063829787233,1721.7391304347825,1697.8260869565215,1735.5555555555554,1735.5555555555554,1749.9999999999998,1790.6976744186045
1672.9166666666665,1685.1063829787233,1697.8260869565215,1735.5555555555554,1711.111111111111,1711.111111111111,1711.111111111111,1749.9999999999998
1638.7755102040817,1650.0,1661.7021276595744,1673.9130434782608,1735.5555555555554,1749.9999999999998,1749.9999999999998,1686.6666666666665
1672.9166666666665,1650.0,1721.7391304347825,1697.8260869565215,1711.111111111111,1749.9999999999998,1749.9999999999998,1790.6976744186045
1695.8333333333333,1708.5106382978724,1697.8260869565215,1673.9130434782608,1735.5555555555554,1735.5555555555554,1749.9999999999998,1749.9999999999998
