Res_at_0.2,Res_at_0.3,Res_at_0.4,Res_at_0.5,Res_at_0.6,Res_at_0.7,Res_at_0.8,Res_at_0.9
1793.4782608695652,1857.7777777777778,1900.0,1875.0,1944.1860465116279,1875.0,1918.6046511627908,1938.0952380952383
1793.4782608695652,1857.7777777777778,1900.0,1900.0,1875.0,1875.0,1918.6046511627908,1918.6046511627908
1817.391304347826,1793.4782608695652,1875.0,1900.0,1875.0,1918.6046511627908,1893.0232558139535,1944.1860465116279
1793.4782608695652,1833.3333333333335,1900.0,1875.0,1875.0,1875.0,1918.6046511627908,1918.6046511627908
1793.4782608695652,1857.7777777777778,1900.0,1900.0,1875.0,1918.6046511627908,1918.6046511627908,1918.6046511627908
1755.3191489361702,1833.3333333333335,1875.0,1875.0,1918.6046511627908,1875.0,1918.6046511627908,1944.1860465116279
1793.4782608695652,1817.391304347826,1875.0,1875.0,1850.0,1918.6046511627908,1944.1860465116279,1918.6046511627908
1755.3191489361702,1817.391304347826,1857.7777777777778,1875.0,1900.0,1944.1860465116279,1893.0232558139535,1918.6046511627908
1755.3191489361702,1817.391304347826,1857.7777777777778,1875.0,1875.0,1918.6046511627908,1918.6046511627908,1918.6046511627908
1793.4782608695652,1817.391304347826,1808.888888888889,1875.0,1900.0,1875.0,1918.6046511627908,1893.0232558139535
1755.3191489361702,1857.7777777777778,1900.0,1900.0,1875.0,1918.6046511627908,1918.6046511627908,1964.2857142857144
1731.9148936170213,1833.3333333333335,1900.0,1875.0,1875.0,1918.6046511627908,1918.6046511627908,1918.6046511627908
1793.4782608695652,1817.391304347826,1857.7777777777778,1833.3333333333335,1944.1860465116279,1918.6046511627908,1918.6046511627908,1990.4761904761906
1778.7234042553193,1793.4782608695652,1857.7777777777778,1857.7777777777778,1893.0232558139535,1918.6046511627908,1875.0,1918.6046511627908
1755.3191489361702,1817.391304347826,1833.3333333333335,1833.3333333333335,1875.0,1918.6046511627908,1944.1860465116279,1918.6046511627908
1778.7234042553193,1793.4782608695652,1833.3333333333335,1833.3333333333335,1875.0,1875.0,1918.6046511627908,1918.6046511627908
1741.6666666666667,1817.391304347826,1857.7777777777778,1833.3333333333335,1918.6046511627908,1918.6046511627908,1918.6046511627908,1918.6046511627908
1718.75,1793.4782608695652,1833.3333333333335,1808.888888888889,1900.0,1875.0,1918.6046511627908,1944.1860465116279
1778.7234042553193,1793.4782608695652,1857.7777777777778,1875.0,1875.0,1875.0,1918.6046511627908,1918.6046511627908
1695.8333333333333,1793.4782608695652,1808.888888888889,1875.0,1850.0,1918.6046511627908,1918.6046511627908,1944.1860465116279
1741.6666666666667,1793.4782608695652,1808.888888888889,1900.0,1875.0,1893.0232558139535,1944.1860465116279,1964.2857142857144
1718.75,1817.391304347826,1857.7777777777778,1833.3333333333335,1875.0,1918.6046511627908,1918.6046511627908,1918.6046511627908
1793.4782608695652,1833.3333333333335,1833.3333333333335,1857.7777777777778,1875.0,1893.0232558139535,1918.6046511627908,1918.6046511627908
1755.3191489361702,1793.4782608695652,1833.3333333333335,1833.3333333333335,1944.1860465116279,1875.0,1918.6046511627908,1918.6046511627908
1755.3191489361702,1793.4782608695652,1808.888888888889,1900.0,1900.0,1900.0,1893.0232558139535,1918.6046511627908
1695.8333333333333,1817.391304347826,1857.7777777777778,1875.0,1875.0,1850.0,1918.6046511627908,1918.6046511627908
1778.7234042553193,1793.4782608695652,1833.3333333333335,1900.0,1875.0,1918.6046511627908,1875.0,1900.0
1718.75,1817.391304347826,1857.7777777777778,1900.0,1875.0,1875.0,1850.0,1964.2857142857144
1718.75,1817.391304347826,1857.7777777777778,1900.0,1833.3333333333335,1875.0,1918.6046511627908,1918.6046511627908
1755.3191489361702,1817.391304347826,1808.888888888889,1875.0,1900.0,1850.0,1944.1860465116279,1918.6046511627908
1741.6666666666667,1793.4782608695652,1833.3333333333335,1875.0,1900.0,1875.0,1918.6046511627908,1918.6046511627908
1755.3191489361702,1833.3333333333335,1808.888888888889,1875.0,1850.0,1875.0,1893.0232558139535,1918.6046511627908
1755.3191489361702,1817.391304347826,1833.3333333333335,1875.0,1900.0,1918.6046511627908,1893.0232558139535,1944.1860465116279
1755.3191489361702,1793.4782608695652,1857.7777777777778,1900.0,1900.0,1900.0,1918.6046511627908,1918.6046511627908
1731.9148936170213,1817.391304347826,1833.3333333333335,1833.3333333333335,1918.6046511627908,1944.1860465116279,1918.6046511627908,1944.1860465116279
1778.7234042553193,1793.4782608695652,1882.2222222222224,1875.0,1875.0,1900.0,1893.0232558139535,1918.6046511627908
1755.3191489361702,1817.391304347826,1857.7777777777778,1875.0,1944.1860465116279,1875.0,1918.6046511627908,1893.0232558139535
1718.75,1817.391304347826,1833.3333333333335,1875.0,1857.7777777777778,1900.0,1893.0232558139535,1918.6046511627908
1741.6666666666667,1793.4782608695652,1808.888888888889,1900.0,1875.0,1944.1860465116279,1918.6046511627908,1893.0232558139535
1695.8333333333333,1817.391304347826,1833.3333333333335,1900.0,1918.6046511627908,1918.6046511627908,1918.6046511627908,1918.6046511627908
1718.75,1817.391304347826,1833.3333333333335,1875.0,1918.6046511627908,1918.6046511627908,1918.6046511627908,1944.1860465116279
