tiempo,voltaje
2.84,1.6
2.86,1.4
2.88,1.36
2.9,1.32
2.92,1.28
2.94,1.28
2.96,1.28
2.98,1.24
3.0,1.24
3.02,1.24
3.04,1.28
3.06,1.24
3.08,1.28
3.1,1.2
3.12,1.2
3.14,1.2
3.16,1.24
3.18,1.2
3.2,1.2
3.22,1.2
3.24,1.16
3.26,1.2
3.28,1.16
3.3,1.16
3.32,1.2
3.34,-1.56
3.36,-1.4
3.38,-1.36
3.4,-1.32
3.42,-1.28
3.44,-1.24
3.46,-1.24
3.48,-1.24
3.5,-1.2
3.52,-1.24
3.54,-1.2
3.56,-1.2
3.58,-1.24
3.6,-1.2
3.62,-1.2
3.64,-1.2
3.66,-1.2
3.68,-1.2
3.7,-1.2
3.72,-1.16
3.74,-1.2
3.76,-1.16
3.78,-1.16
3.8,-1.16
3.82,-1.12
3.84,1.52
3.86,1.44
3.88,1.36
3.9,1.32
3.92,1.28
3.94,1.28
3.96,1.28
3.98,1.24
4.0,1.24
4.02,1.2
4.04,1.24
4.06,1.2
4.08,1.2
4.1,1.2
4.12,1.24
4.14,1.24
4.16,1.2
4.18,1.2
4.2,1.2
4.22,1.2
4.24,1.2
4.26,1.2
4.28,1.16
4.3,1.2
4.32,1.2
4.34,-1.56
4.36,-1.4
4.38,-1.32
4.4,-1.28
4.42,-1.28
4.44,-1.24
4.46,-1.24
4.48,-1.24
4.5,-1.2
4.52,-1.2
4.54,-1.24
4.56,-1.2
4.58,-1.24
4.6,-1.2
4.62,-1.2
4.64,-1.2
4.66,-1.2
4.68,-1.2
4.7,-1.2
4.72,-1.2
4.74,-1.16
4.76,-1.16
4.78,-1.16
4.8,-1.16
4.82,-1.16
4.84,1.56
4.86,1.4
4.88,1.36
4.9,1.32
4.92,1.32
4.94,1.28
4.96,1.24
4.98,1.28
5.0,1.24
5.02,1.24
5.04,1.24
5.06,1.24
5.08,1.24
5.1,1.24
5.12,1.2
5.14,1.2
5.16,1.2
5.18,1.16
5.2,1.2
5.22,1.2
5.24,1.2
5.26,1.16
5.28,1.2
5.3,1.2
5.32,1.2
5.34,-1.56
5.36,-1.4
5.38,-1.36
5.4,-1.32
5.42,-1.28
5.44,-1.28
5.46,-1.24
5.48,-1.2
5.5,-1.24
5.52,-1.24
5.54,-1.24
5.56,-1.24
5.58,-1.2
5.6,-1.2
5.62,-1.2
5.64,-1.2
5.66,-1.2
5.68,-1.2
5.7,-1.2
5.72,-1.2
5.74,-1.2
5.76,-1.2
5.78,-1.2
5.8,-1.16
5.82,-1.16
5.84,1.56
5.86,1.44
5.88,1.36
5.9,1.32
5.92,1.28
5.94,1.28
5.96,1.24
5.98,1.28
6.0,1.24
6.02,1.24
6.04,1.24
6.06,1.2
6.08,1.2
6.1,1.2
6.12,1.2
6.14,1.16
6.16,1.2
6.18,1.2
6.2,1.16
6.22,1.2
6.24,1.2
6.26,1.16
6.28,1.2
6.3,1.16
6.32,1.2
6.34,-1.52
6.36,-1.4
6.38,-1.32
6.4,-1.32
6.42,-1.28
6.44,-1.28
6.46,-1.24
6.48,-1.24
6.5,-1.24
6.52,-1.2
6.54,-1.24
6.56,-1.2
6.58,-1.24
6.6,-1.2
6.62,-1.2
6.64,-1.16
6.66,-1.2
6.68,-1.2
6.7,-1.2
6.72,-1.2
6.74,-1.16
6.76,-1.16
6.78,-1.16
