tiempo,voltaje
2.88,0.252
2.9,0.264
2.92,0.268
2.94,0.268
2.96,0.26
2.98,0.268
3.0,0.268
3.02,0.272
3.04,0.272
3.06,0.272
3.08,0.272
3.1,0.272
3.12,0.276
3.14,0.276
3.16,0.264
3.18,0.28
3.2,0.276
3.22,0.272
3.24,0.276
3.26,0.28
3.28,0.276
3.3,0.276
3.32,0.272
3.34,0.272
3.36,0.272
3.38,-0.256
3.4,-0.256
3.42,-0.264
3.44,-0.264
3.46,-0.268
3.48,-0.268
3.5,-0.268
3.52,-0.264
3.54,-0.264
3.56,-0.272
3.58,-0.268
3.6,-0.268
3.62,-0.264
3.64,-0.268
3.66,-0.268
3.68,-0.268
3.7,-0.268
3.72,-0.268
3.74,-0.268
3.76,-0.268
3.78,-0.268
3.8,-0.264
3.82,-0.264
3.84,-0.268
3.86,-0.272
3.88,0.26
3.9,0.264
3.92,0.264
3.94,0.268
3.96,0.272
3.98,0.272
4.0,0.276
4.02,0.268
4.04,0.28
4.06,0.272
4.08,0.272
4.1,0.272
4.12,0.272
4.14,0.268
4.16,0.272
4.18,0.276
4.2,0.272
4.22,0.276
4.24,0.272
4.26,0.276
4.28,0.268
4.3,0.268
4.32,0.276
4.34,0.272
4.36,0.264
4.38,-0.256
4.4,-0.264
4.42,-0.268
4.44,-0.268
4.46,-0.264
4.48,-0.264
4.5,-0.276
4.52,-0.264
4.54,-0.268
4.56,-0.268
4.58,-0.268
4.6,-0.268
4.62,-0.268
4.64,-0.268
4.66,-0.268
4.68,-0.268
4.7,-0.268
4.72,-0.272
4.74,-0.268
4.76,-0.272
4.78,-0.268
4.8,-0.268
4.82,-0.268
4.84,-0.264
4.86,-0.268
4.88,0.264
4.9,0.272
4.92,0.268
4.94,0.268
4.96,0.272
4.98,0.272
5.0,0.268
5.02,0.268
5.04,0.264
5.06,0.276
5.08,0.272
5.1,0.272
5.12,0.272
5.14,0.268
5.16,0.268
5.18,0.272
5.2,0.28
5.22,0.276
5.24,0.268
5.26,0.276
5.28,0.272
5.3,0.272
5.32,0.276
5.34,0.276
5.36,0.272
5.38,-0.256
5.4,-0.264
5.42,-0.264
5.44,-0.264
5.46,-0.264
5.48,-0.272
5.5,-0.268
5.52,-0.268
5.54,-0.264
5.56,-0.264
5.58,-0.272
5.6,-0.268
5.62,-0.268
5.64,-0.268
5.66,-0.268
5.68,-0.268
5.7,-0.268
5.72,-0.268
5.74,-0.276
5.76,-0.268
5.78,-0.272
5.8,-0.268
5.82,-0.264
5.84,-0.272
5.86,-0.268
5.88,0.26
5.9,0.264
5.92,0.268
5.94,0.26
5.96,0.268
5.98,0.272
6.0,0.268
6.02,0.28
6.04,0.276
6.06,0.272
6.08,0.268
6.1,0.272
6.12,0.272
6.14,0.272
6.16,0.276
6.18,0.272
6.2,0.276
6.22,0.276
6.24,0.276
6.26,0.272
6.28,0.276
6.3,0.272
6.32,0.268
6.34,0.28
6.36,0.268
6.38,-0.26
6.4,-0.268
6.42,-0.26
6.44,-0.272
6.46,-0.264
6.48,-0.268
6.5,-0.268
6.52,-0.272
6.54,-0.264
6.56,-0.264
6.58,-0.268
6.6,-0.264
6.62,-0.268
6.64,-0.272
6.66,-0.268
6.68,-0.28
6.7,-0.268
6.72,-0.272
6.74,-0.272
6.76,-0.268
6.78,-0.268
6.8,-0.268
6.82,-0.272
6.84,-0.272
6.86,-0.268
6.88,0.26
6.9,0.264
6.92,0.272
6.94,0.272
6.96,0.272
6.98,0.276
7.0,0.276
7.02,0.272
7.04,0.276
7.06,0.272
7.08,0.272
7.1,0.272
7.12,0.272
7.14,0.272
7.16,0.268
7.18,0.268
7.2,0.276
7.22,0.28
7.24,0.272
7.26,0.272
7.28,0.272
7.3,0.268
7.32,0.276
7.34,0.272
7.36,-0.244
7.38,-0.26
7.4,-0.268
7.42,-0.264
7.44,-0.268
7.46,-0.264
7.48,-0.268
7.5,-0.272
7.52,-0.268
7.54,-0.272
7.56,-0.268
7.58,-0.268
7.6,-0.268
7.62,-0.272
7.64,-0.268
7.66,-0.268
7.68,-0.268
7.7,-0.272
7.72,-0.268
7.74,-0.272
7.76,-0.272
7.78,-0.272
7.8,-0.268
7.82,-0.268
7.84,-0.264
7.86,0.26
7.88,0.26
7.9,0.268
7.92,0.272
7.94,0.272
7.96,0.26
7.98,0.268
8.0,0.272
8.02,0.268
8.04,0.276
8.06,0.272
8.08,0.276
8.1,0.264
8.12,0.272
8.14,0.276
8.16,0.272
8.18,0.272
8.2,0.272
8.22,0.272
8.24,0.256
8.26,0.272
8.28,0.28
8.3,0.272
