tiempo,voltaje
2.32,1.36
2.34,1.24
2.36,1.08
2.38,1.08
2.4,1.24
2.42,1.04
2.44,1.0
2.46,0.96
2.48,1.0
2.5,0.92
2.52,1.04
2.54,1.0
2.56,0.92
2.58,0.88
2.6,1.0
2.62,1.12
2.64,0.84
2.66,0.8
2.68,0.84
2.7,0.92
2.72,1.0
2.74,1.0
2.76,0.96
2.78,0.92
2.8,1.04
2.82,-1.12
2.84,-1.16
2.86,-1.16
2.88,-1.04
2.9,-1.0
2.92,-0.96
2.94,-0.92
2.96,-1.04
2.98,-0.88
3.0,-0.84
3.02,-0.92
3.04,-0.92
3.06,-0.84
3.08,-1.2
3.1,-0.92
3.12,-0.92
3.14,-0.96
3.16,-1.04
3.18,-0.96
3.2,-0.84
3.22,-0.8
3.24,-0.92
3.26,-0.92
3.28,-0.92
3.3,-0.8
3.32,1.28
3.34,1.28
3.36,1.04
3.38,1.0
3.4,1.12
3.42,1.2
3.44,1.0
3.46,1.0
3.48,0.96
3.5,1.08
3.52,1.0
3.54,1.04
3.56,0.6
3.58,0.92
3.6,1.04
3.62,1.08
3.64,1.04
3.66,1.04
3.68,0.92
3.7,1.04
3.72,1.0
3.74,0.88
3.76,0.84
3.78,0.8
3.8,0.96
3.82,-1.24
3.84,-1.16
3.86,-1.16
3.88,-1.0
3.9,-0.88
3.92,-0.84
3.94,-1.04
3.96,-1.0
3.98,-1.0
4.0,-0.96
4.02,-0.84
4.04,-1.16
4.06,-1.0
4.08,-0.92
4.1,-1.0
4.12,-0.92
4.14,-0.88
4.16,-0.96
4.18,-0.92
4.2,-0.92
4.22,-0.8
4.24,-1.0
4.26,-1.24
4.28,-1.0
4.3,1.84
4.32,1.2
4.34,1.12
4.36,0.96
4.38,1.08
4.4,1.08
4.42,1.08
4.44,0.96
4.46,0.92
4.48,1.0
4.5,1.12
4.52,1.16
4.54,1.0
4.56,0.88
4.58,1.04
4.6,1.04
4.62,1.08
4.64,0.92
4.66,0.76
4.68,0.88
4.7,1.08
4.72,1.0
4.74,0.68
4.76,0.8
4.78,0.92
4.8,-1.6
4.82,-1.04
4.84,-1.24
