tiempo,voltaje
2.24,0.0024
2.26,0.0032
2.28,0.0036
2.3,0.0024
2.32,-0.001
2.34,0.0032
2.36,0.0034
2.38,0.0012
2.4,0.0014
2.42,0.0008
2.44,0.0014
2.46,0.0024
2.48,0.0018
2.5,0.001
2.52,0.0052
2.54,0.002
2.56,0.0018
2.58,0.0024
2.6,0.0026
2.62,0.0016
2.64,0.0016
2.66,0.003
2.68,0.0028
2.7,0.0024
2.72,0.0038
2.74,-0.0028
2.76,-0.0018
2.78,-0.002
2.8,-0.0052
2.82,-0.0036
2.84,-0.003
2.86,-0.0032
2.88,-0.004
2.9,-0.0032
2.92,-0.002
2.94,-0.0028
2.96,-0.003
2.98,-0.0022
3.0,-0.005
3.02,-0.0008
3.04,-0.005
3.06,-0.006
3.08,-0.0048
3.1,-0.004
3.12,-0.0048
3.14,-0.0048
3.16,-0.0048
3.18,-0.0046
3.2,-0.0016
3.22,-0.0042
3.24,0.002
3.26,0.0032
3.28,0.004
3.3,0.0002
3.32,0.002
3.34,0.0018
3.36,0.0016
3.38,0.0014
3.4,0.002
3.42,0.0024
3.44,0.0024
3.46,0.004
3.48,0.0016
3.5,0.0012
3.52,0.0026
3.54,0.0026
3.56,0.0014
3.58,0.002
3.6,0.0014
3.62,0.0024
3.64,0.003
3.66,0.003
3.68,0.0038
3.7,0.0016
3.72,0.0012
3.74,-0.0032
3.76,-0.0026
3.78,-0.005
3.8,-0.004
3.82,-0.002
3.84,-0.0024
3.86,-0.0026
3.88,-0.0044
3.9,-0.0042
3.92,-0.004
3.94,-0.0032
3.96,-0.0032
3.98,-0.0006
4.0,-0.003
4.02,-0.0032
4.04,-0.0026
4.06,-0.0034
4.08,-0.0026
4.1,-0.0044
4.12,-0.0032
4.14,-0.0022
4.16,-0.0044
4.18,-0.001
4.2,-0.006
4.22,-0.0042
4.24,0.0016
4.26,0.0022
4.28,0.004
4.3,0.0028
4.32,0.0024
4.34,0.0014
4.36,0.0012
4.38,0.0052
4.4,0.0024
4.42,0.0018
4.44,0.002
4.46,0.0016
4.48,0.0042
4.5,0.0028
4.52,0.0016
4.54,0.0032
4.56,0.0028
4.58,0.0026
4.6,0.0034
4.62,0.0052
4.64,0.0032
4.66,0.003
4.68,0.0
4.7,0.0042
4.72,-0.0026
4.74,-0.006
4.76,-0.0022
4.78,0.0
4.8,-0.0036
4.82,-0.006
4.84,-0.001
4.86,-0.0008
4.88,-0.0022
4.9,-0.0036
4.92,-0.002
4.94,-0.004
4.96,-0.0008
4.98,-0.0066
5.0,-0.0024
5.02,-0.003
5.04,-0.0042
5.06,-0.0038
5.08,-0.0028
5.1,-0.004
5.12,-0.0018
5.14,-0.0026
5.16,-0.0016
5.18,-0.0034
5.2,-0.0028
5.22,0.005
5.24,0.0036
5.26,0.003
5.28,0.0032
5.3,0.0028
5.32,0.0024
5.34,0.0034
5.36,0.002
