tiempo,voltaje
2.12,0.001
2.14,-0.0032
2.16,-0.0048
2.18,-0.0038
2.2,-0.004
2.22,-0.0008
2.24,-0.003
2.26,-0.004
2.28,-0.0028
2.3,-0.0054
2.32,-0.002
2.34,-0.0048
2.36,-0.004
2.38,-0.0004
2.4,0.0002
2.42,0.0032
2.44,0.0032
2.46,0.0
2.48,0.0032
2.5,0.0028
2.52,0.0026
2.54,0.0052
2.56,-0.0016
2.58,0.0024
2.6,0.0024
2.62,0.0014
2.64,0.0028
2.66,0.0006
2.68,0.0038
2.7,0.002
2.72,-0.0008
2.74,0.0028
2.76,0.0024
2.78,0.003
2.8,0.001
2.82,0.0008
2.84,0.0004
2.86,0.0028
2.88,0.0024
2.9,0.0006
2.92,-0.0024
2.94,-0.0014
2.96,-0.0024
2.98,-0.0018
3.0,-0.0048
3.02,-0.0036
3.04,-0.0038
3.06,-0.0024
3.08,-0.0028
3.1,-0.005
3.12,-0.0018
3.14,-0.0026
3.16,0.0
3.18,-0.0036
3.2,-0.0024
3.22,-0.0002
3.24,-0.0024
3.26,-0.0024
3.28,-0.0032
3.3,-0.0034
3.32,-0.0034
3.34,-0.0042
3.36,-0.0026
3.38,-0.0054
3.4,0.0036
3.42,0.0012
3.44,0.0042
3.46,0.0044
3.48,0.0006
3.5,0.0016
3.52,0.0026
3.54,0.003
3.56,0.0008
3.58,0.002
3.6,0.0016
3.62,0.0022
3.64,0.0016
3.66,0.0022
3.68,0.0016
3.7,0.002
3.72,0.0008
3.74,0.0008
3.76,0.0024
3.78,0.0004
3.8,0.0016
3.82,0.0016
3.84,0.0034
3.86,0.0008
3.88,0.0024
3.9,-0.0038
3.92,-0.002
3.94,-0.0032
3.96,-0.0028
3.98,-0.0038
4.0,-0.0052
4.02,-0.006
4.04,-0.0016
4.06,-0.0026
4.08,-0.0032
4.1,-0.0026
4.12,-0.0032
4.14,-0.0034
4.16,-0.0018
4.18,-0.002
4.2,-0.0036
4.22,-0.0042
4.24,-0.0004
4.26,-0.0026
4.28,-0.0024
4.3,-0.0028
4.32,-0.0026
4.34,-0.003
4.36,-0.0018
4.38,-0.0038
4.4,0.0028
4.42,0.0028
4.44,0.004
4.46,0.002
4.48,0.0016
4.5,-0.0006
4.52,0.0024
4.54,0.0006
4.56,0.0026
4.58,0.0016
4.6,0.0034
4.62,0.0044
4.64,0.0018
4.66,0.003
4.68,0.0034
4.7,0.003
4.72,0.0022
4.74,0.0024
4.76,0.0032
4.78,0.0
4.8,0.0038
4.82,0.0018
4.84,0.0
4.86,0.0008
4.88,0.004
4.9,-0.0018
4.92,-0.0018
4.94,-0.0028
4.96,-0.004
4.98,-0.0028
5.0,-0.0022
5.02,-0.0016
5.04,-0.0044
5.06,-0.0034
5.08,-0.0034
5.1,-0.001
5.12,-0.0018
5.14,-0.003
5.16,-0.0012
5.18,-0.0022
5.2,-0.0024
5.22,-0.0026
5.24,-0.0024
5.26,-0.0042
5.28,-0.005
5.3,-0.002
5.32,-0.0024
5.34,-0.0026
5.36,-0.0052
5.38,-0.0024
5.4,0.0038
5.42,0.0056
5.44,0.0018
5.46,0.0016
5.48,0.0028
5.5,0.0032
5.52,0.0036
5.54,0.002
5.56,0.0032
5.58,0.0038
5.6,0.0014
5.62,0.0006
5.64,0.0024
5.66,0.0028
5.68,0.002
5.7,0.0054
5.72,0.001
5.74,0.0014
5.76,0.0004
5.78,0.0018
5.8,0.0024
5.82,0.0032
5.84,0.001
5.86,0.001
5.88,0.0002
5.9,-0.0048
5.92,-0.0044
5.94,-0.004
5.96,-0.0026
5.98,-0.005
6.0,-0.0026
6.02,-0.003
6.04,-0.0016
6.06,-0.0032
6.08,-0.0002
6.1,-0.0042
6.12,-0.002
6.14,-0.0024
6.16,0.0006
6.18,-0.0038
6.2,-0.0022
6.22,-0.0016
6.24,-0.0024
6.26,-0.0036
6.28,-0.0012
6.3,-0.001
6.32,-0.0026
6.34,-0.0028
6.36,-0.0034
6.38,0.0032
6.4,0.0022
6.42,0.0036
6.44,0.005
6.46,0.0018
6.48,0.004
6.5,0.0026
6.52,0.0026
6.54,0.0026
6.56,0.0024
6.58,0.0014
6.6,0.0016
6.62,0.0028
6.64,0.003
6.66,0.0042
6.68,0.0036
6.7,0.0012
6.72,0.002
6.74,0.0036
6.76,0.0004
6.78,0.0042
6.8,0.0032
6.82,0.0022
6.84,0.0028
6.86,0.0006
6.88,-0.005
6.9,-0.0018
6.92,-0.0044
6.94,-0.003
6.96,-0.0032
6.98,-0.003
7.0,-0.002
7.02,-0.0034
7.04,-0.0026
7.06,-0.0028
7.08,-0.0028
7.1,-0.0028
7.12,-0.002
7.14,-0.0016
7.16,-0.0032
7.18,-0.0012
7.2,-0.0008
7.22,-0.0022
7.24,-0.004
7.26,-0.004
7.28,-0.0034
7.3,-0.005
7.32,-0.0008
7.34,-0.0034
7.36,-0.0038
7.38,0.0034
7.4,0.004
7.42,0.001
7.44,0.0026
7.46,0.0022
7.48,0.0024
7.5,0.0024
7.52,0.0018
7.54,0.001
7.56,0.0022
7.58,0.0034
7.6,0.004
7.62,0.0016
7.64,0.0032
7.66,0.0006
7.68,0.0006
7.7,0.0004
7.72,-0.0002
7.74,0.0022
7.76,0.0004
7.78,0.0008
7.8,0.0036
7.82,0.0022
7.84,0.0026
7.86,0.0026
7.88,-0.0048
7.9,-0.0034
7.92,-0.0028
7.94,-0.002
7.96,-0.0046
7.98,-0.0034
8.0,-0.0024
8.02,-0.0024
8.04,-0.003
8.06,-0.0028
8.08,-0.0028
8.1,-0.0024
8.12,-0.0016
8.14,-0.0032
8.16,-0.0028
8.18,-0.0026
8.2,-0.0002
8.22,-0.0042
8.24,-0.002
8.26,-0.0026
8.28,-0.003
8.3,-0.0036
8.32,-0.003
8.34,-0.0028
8.36,0.0016
8.38,0.0018
8.4,0.0032
8.42,0.0014
8.44,0.0066
8.46,0.0034
8.48,0.0
8.5,0.0008
8.52,0.0028
8.54,0.004
8.56,0.003
8.58,0.0026
8.6,0.0012
8.62,0.0048
8.64,0.0032
8.66,0.0
8.68,0.003
8.7,0.0052
8.72,0.0004
8.74,0.0108
8.76,0.004
8.78,0.0002
8.8,0.0014
8.82,0.0002
8.84,0.0038
8.86,-0.0026
8.88,-0.0012
8.9,-0.0028
8.92,-0.0026
8.94,-0.0026
8.96,-0.0008
8.98,-0.004
9.0,-0.0058
9.02,-0.001
9.04,0.0006
9.06,-0.0012
9.08,-0.0024
9.1,-0.0064
9.12,-0.0048
9.14,-0.005
9.16,-0.0024
9.18,-0.0016
9.2,-0.0014
9.22,-0.0034
9.24,-0.0042
9.26,-0.0018
9.28,-0.0042
9.3,-0.001
9.32,-0.002
9.34,-0.0032
9.36,0.0022
