tiempo,voltaje
2.02,1.52
2.04,1.36
2.06,1.28
2.08,1.2
2.1,1.28
2.12,1.12
2.14,1.28
2.16,1.12
2.18,1.2
2.2,1.12
2.22,1.12
2.24,1.04
2.26,1.04
2.28,1.12
2.3,1.04
2.32,1.04
2.34,1.04
2.36,1.04
2.38,0.96
2.4,0.96
2.42,0.96
2.44,0.96
2.46,0.96
2.48,0.96
2.5,0.96
2.52,-1.44
2.54,-1.28
2.56,-1.2
2.58,-1.12
2.6,-1.04
2.62,-1.04
2.64,-1.12
2.66,-1.04
2.68,-0.96
2.7,-0.96
2.72,-1.04
2.74,-1.04
2.76,-0.96
2.78,-0.96
2.8,-0.88
2.82,-1.04
2.84,-0.96
2.86,-0.88
2.88,-0.88
2.9,-0.88
2.92,-0.88
2.94,-0.88
2.96,-0.88
2.98,-0.88
3.0,-0.8
3.02,1.52
3.04,1.36
3.06,1.2
3.08,1.12
3.1,1.2
3.12,1.2
3.14,1.12
3.16,1.12
3.18,1.12
3.2,1.12
3.22,1.04
3.24,1.04
3.26,1.04
3.28,1.12
3.3,1.04
3.32,1.04
3.34,0.96
3.36,1.04
3.38,1.12
3.4,0.96
3.42,0.96
3.44,0.96
3.46,0.96
3.48,0.96
3.5,0.88
3.52,-1.44
3.54,-1.28
3.56,-1.12
3.58,-1.12
3.6,-1.04
3.62,-1.12
3.64,-1.04
3.66,-1.04
3.68,-1.04
3.7,-1.04
3.72,-1.04
3.74,-0.96
3.76,-0.96
3.78,-0.8
3.8,-0.96
3.82,-0.88
3.84,-0.96
3.86,-0.88
3.88,-0.88
3.9,-0.88
3.92,-0.96
3.94,-0.88
3.96,-0.8
3.98,-0.8
4.0,-0.8
4.02,1.36
4.04,1.28
4.06,1.2
4.08,1.28
4.1,1.28
4.12,1.12
4.14,1.2
4.16,1.04
4.18,1.2
4.2,1.04
4.22,1.12
4.24,1.04
4.26,1.04
4.28,0.96
4.3,1.04
4.32,0.96
4.34,1.04
4.36,1.04
4.38,1.04
4.4,0.96
4.42,0.96
4.44,0.96
4.46,0.96
4.48,1.04
4.5,0.96
4.52,-1.28
4.54,-1.28
4.56,-1.12
4.58,-1.12
4.6,-1.04
4.62,-1.12
4.64,-1.04
4.66,-0.96
4.68,-0.96
4.7,-0.96
4.72,-1.04
4.74,-1.04
4.76,-0.96
4.78,-0.96
4.8,-0.96
4.82,-0.96
4.84,-0.96
4.86,-0.96
4.88,-0.88
4.9,-0.88
4.92,-0.88
4.94,-0.88
4.96,-0.88
4.98,-0.8
5.0,-0.8
5.02,1.36
5.04,1.28
5.06,1.2
5.08,1.2
5.1,1.2
5.12,1.2
5.14,1.28
5.16,1.12
5.18,1.04
5.2,1.12
5.22,1.12
5.24,1.12
5.26,1.04
5.28,0.96
5.3,1.04
5.32,0.96
5.34,0.96
5.36,0.96
5.38,1.12
5.4,1.04
5.42,0.96
5.44,0.96
5.46,0.96
5.48,0.96
5.5,0.96
5.52,-1.36
5.54,-1.28
5.56,-1.2
5.58,-1.12
5.6,-1.12
5.62,-1.12
5.64,-1.12
5.66,-1.04
5.68,-1.04
5.7,-1.04
5.72,-0.96
5.74,-0.96
5.76,-1.04
5.78,-0.88
5.8,-0.96
5.82,-0.96
5.84,-0.88
5.86,-0.88
5.88,-0.8
5.9,-0.96
5.92,-0.96
5.94,-0.88
5.96,-0.8
5.98,-0.88
6.0,-0.8
6.02,1.36
6.04,1.28
6.06,1.2
6.08,1.12
6.1,1.12
6.12,1.12
6.14,1.12
