,0,1
Res_at_0.2,202562.93549840356,132404.89213806856
Res_at_0.3,220287.06793045078,108650.84542003745
Res_at_0.4,215692.8531736581,118877.2524371135
Res_at_0.5,215929.34888558896,83516.1972922703
Res_at_0.6,204162.60304222236,100781.94401254973
Res_at_0.7,187530.57679132614,115187.83649424983
Res_at_0.8,216989.59233738307,110469.17513745594
Res_at_0.9,194763.97572284457,88753.69785384912
