,0,1
Res_at_0.2,27826.339031339034,14848.082772506175
Res_at_0.3,25886.6218966219,13737.421402946138
Res_at_0.4,34579.06186406186,18014.679945527092
Res_at_0.5,41044.09137159138,19721.63144394692
Res_at_0.6,35918.357753357755,15554.45826290541
Res_at_0.7,49392.61904761905,26868.99087878886
Res_at_0.8,47304.21699383238,18369.838974578233
Res_at_0.9,40699.45767195768,13165.220271585933
