,0,1
Res_at_0.2,7038.620594884162,316.30448092975365
Res_at_0.3,7479.738277462246,470.2519642567309
Res_at_0.4,7045.653061781156,336.84210782045113
Res_at_0.5,7562.707434554754,409.55888958663803
Res_at_0.6,7341.596924730235,342.7538572850141
Res_at_0.7,8050.06483660789,628.1503539490514
Res_at_0.8,7389.143799806088,471.94838701974356
Res_at_0.9,7869.811666044702,508.0915768020231
