,0,1
Res_at_0.2,70175.95056188849,60955.64129319329
Res_at_0.3,68145.31919476495,59296.02611885392
Res_at_0.4,59270.64239501336,51735.55428980205
Res_at_0.5,58751.44778379634,35493.68330742607
Res_at_0.6,77014.09634097085,65426.57326641568
Res_at_0.7,89781.83251057606,66798.39634906828
Res_at_0.8,82505.12738095125,73715.36136781344
Res_at_0.9,108361.48944569193,72254.0533784429
