,0,1
Res_at_0.2,73837.6693541771,39562.56414851601
Res_at_0.3,72563.42426421405,34603.54682120392
Res_at_0.4,73794.55857848353,43043.11887406511
Res_at_0.5,59609.73578751825,29307.47206591337
Res_at_0.6,64724.1406748578,31690.549906653418
Res_at_0.7,70386.89278176894,37732.19365163651
Res_at_0.8,57957.32188556528,26179.9833126583
Res_at_0.9,56513.820102148005,34110.88049747346
