,0,1
Res_at_0.2,3206.219758064516,25.867792877294438
Res_at_0.3,3251.4684139784954,28.69541718685655
Res_at_0.4,3316.7151209677418,29.345095331455486
Res_at_0.5,3341.218110400446,23.684816063332548
Res_at_0.6,3376.603967371152,18.148604852094977
Res_at_0.7,3381.7515758249892,16.957206074210237
Res_at_0.8,3399.5049314052653,23.23345336574233
Res_at_0.9,3423.3896551724138,26.29722642290354
