,0,1
Res_at_0.2,56688.13671136564,36064.69848555974
Res_at_0.3,66386.59661507611,35174.35667370473
Res_at_0.4,43775.390562640816,18085.635937751824
Res_at_0.5,41076.56714000802,13794.42656799381
Res_at_0.6,49620.44138092573,25859.92451904194
Res_at_0.7,50118.6723670604,25796.921074722653
Res_at_0.8,58499.679694783714,36012.335279839666
Res_at_0.9,63993.35572232114,32965.86509068387
