,0,1
Res_at_0.2,451.45373748967387,3.5326922181276634
Res_at_0.3,451.34809066441306,4.742272014097914
Res_at_0.4,454.0846819169874,4.2478098690276935
Res_at_0.5,453.5350127339796,4.91671730679104
Res_at_0.6,456.0030088547793,3.716833068598524
Res_at_0.7,456.7325631083854,5.07012873953855
Res_at_0.8,457.48469019692936,4.279404455910544
Res_at_0.9,457.9870623527216,4.955507654038513
