,0,1
Res_at_0.2,3952.7266283218773,441.67482491442985
Res_at_0.3,4195.035233321738,486.0555153827558
Res_at_0.4,4153.997912822311,453.7419772250894
Res_at_0.5,4281.892231237762,519.3378352380904
Res_at_0.6,4210.636506468854,453.5735887717498
Res_at_0.7,4330.6654486815905,591.4770299462692
Res_at_0.8,4163.260241949383,350.7142624013151
Res_at_0.9,3921.8518408363416,290.1499376678829
