Voltaje_Cen_0,Voltaje_Cen_1,Voltaje_Cen_2,Voltaje_Cen_3,Voltaje_Cen_4,Voltaje_Ext_0,Voltaje_Ext_1,Voltaje_Ext_2,Voltaje_Ext_3,Voltaje_Ext_4
1.76,1.84,1.68,1.76,1.76,1.56,1.56,1.52,1.52,1.6
1.84,1.88,1.84,1.84,1.84,1.44,1.4,1.4,1.4,1.4
1.84,1.88,1.84,1.88,1.88,1.36,1.36,1.36,1.32,1.36
1.84,1.88,1.84,1.88,1.84,1.36,1.32,1.32,1.32,1.32
1.88,1.88,1.88,1.88,1.88,1.32,1.32,1.32,1.28,1.28
1.88,1.88,1.88,1.88,1.88,1.28,1.28,1.28,1.28,1.28
1.88,1.88,1.88,1.84,1.88,1.28,1.28,1.24,1.24,1.28
1.88,1.88,1.84,1.88,1.84,1.24,1.28,1.28,1.24,1.24
1.88,1.88,1.88,1.88,1.84,1.24,1.24,1.24,1.24,1.24
1.88,1.88,1.84,1.84,1.84,1.2,1.24,1.24,1.24,1.24
1.84,1.88,1.84,1.84,1.84,1.24,1.2,1.2,1.24,1.28
1.88,1.88,1.88,1.84,1.84,1.24,1.24,1.2,1.24,1.24
1.84,1.84,1.84,1.84,1.88,1.24,1.2,1.2,1.2,1.28
1.84,1.84,1.84,1.84,1.84,1.24,1.24,1.24,1.2,1.2
1.84,1.84,1.88,1.88,1.84,1.2,1.2,1.2,1.2,1.2
1.84,1.84,1.84,1.84,1.84,1.2,1.2,1.2,1.2,1.2
1.84,1.84,1.84,1.84,1.84,1.2,1.2,1.2,1.2,1.24
1.88,1.84,1.84,1.84,1.84,1.2,1.2,1.2,1.2,1.2
1.84,1.84,1.84,1.88,1.84,1.2,1.2,1.2,1.2,1.2
1.84,1.84,1.84,1.84,1.84,1.2,1.2,1.2,1.2,1.2
1.84,1.84,1.84,1.8,1.84,1.2,1.2,1.2,1.2,1.16
1.84,1.84,1.84,1.84,1.84,1.2,1.2,1.2,1.2,1.2
1.84,1.84,1.84,1.84,1.84,1.16,1.2,1.16,1.16,1.16
1.84,1.84,1.84,1.84,1.84,1.16,1.2,1.2,1.2,1.16
1.84,1.84,1.84,1.84,1.8,1.16,1.16,1.2,1.16,1.2
1.76,1.8,1.72,1.8,1.76,1.56,1.52,1.52,1.48,1.52
1.84,1.84,1.84,1.84,1.88,1.44,1.4,1.4,1.4,1.44
1.88,1.88,1.84,1.84,1.88,1.36,1.32,1.36,1.36,1.36
1.88,1.84,1.88,1.84,1.88,1.32,1.32,1.32,1.32,1.32
1.88,1.88,1.88,1.88,1.88,1.28,1.32,1.28,1.32,1.28
1.88,1.84,1.88,1.84,1.88,1.32,1.28,1.28,1.28,1.28
1.84,1.84,1.88,1.84,1.84,1.28,1.24,1.28,1.28,1.28
1.88,1.84,1.88,1.88,1.84,1.24,1.28,1.24,1.24,1.24
1.88,1.88,1.88,1.88,1.88,1.24,1.24,1.24,1.24,1.24
1.88,1.84,1.84,1.88,1.84,1.24,1.24,1.24,1.28,1.2
1.88,1.88,1.84,1.84,1.88,1.24,1.2,1.2,1.24,1.24
1.88,1.84,1.84,1.84,1.84,1.24,1.24,1.24,1.24,1.2
1.84,1.84,1.84,1.84,1.84,1.24,1.2,1.24,1.2,1.2
1.84,1.84,1.84,1.88,1.84,1.2,1.2,1.28,1.2,1.2
1.84,1.84,1.88,1.88,1.88,1.2,1.2,1.2,1.2,1.24
1.84,1.84,1.84,1.84,1.84,1.2,1.2,1.2,1.2,1.24
1.84,1.84,1.84,1.84,1.84,1.2,1.2,1.16,1.2,1.2
1.84,1.84,1.84,1.8,1.84,1.2,1.2,1.16,1.2,1.2
