Voltaje_Cen_0,Voltaje_Cen_1,Voltaje_Cen_2,Voltaje_Cen_3,Voltaje_Cen_4,Voltaje_Ext_0,Voltaje_Ext_1,Voltaje_Ext_2,Voltaje_Ext_3,Voltaje_Ext_4
1.76,1.72,1.68,1.64,1.48,1.08,0.7,1.06,0.78,0.76
1.84,1.8,1.8,1.8,1.76,0.7,0.62,0.7,0.64,0.66
1.84,1.88,1.84,1.84,1.84,0.6,0.56,0.6,0.6,0.6
1.88,1.88,1.88,1.88,1.84,0.56,0.54,0.56,0.54,0.56
1.92,1.92,1.92,1.88,1.92,0.54,0.52,0.54,0.54,0.52
1.92,1.92,1.92,1.92,1.92,0.52,0.5,0.54,0.5,0.54
1.96,1.92,1.92,1.92,1.92,0.54,0.5,0.5,0.52,0.48
1.96,1.92,1.96,1.92,1.92,0.48,0.46,0.48,0.5,0.5
1.96,1.96,1.92,1.96,1.92,0.46,0.48,0.48,0.5,0.48
1.96,1.96,1.96,1.92,1.92,0.46,0.46,0.5,0.46,0.46
1.96,1.96,1.96,1.96,1.96,0.48,0.48,0.48,0.48,0.46
2.0,1.96,2.0,1.96,1.96,0.46,0.46,0.46,0.44,0.48
2.0,1.96,1.92,1.96,1.96,0.46,0.48,0.46,0.48,0.44
1.96,1.96,1.96,1.96,1.96,0.44,0.46,0.44,0.44,0.46
2.0,1.96,1.96,2.0,2.0,0.44,0.46,0.44,0.46,0.44
2.0,1.96,2.0,1.96,2.0,0.46,0.46,0.46,0.42,0.46
2.0,2.0,1.96,2.0,1.92,0.44,0.42,0.44,0.46,0.46
2.0,2.0,2.0,2.0,2.0,0.44,0.42,0.44,0.42,0.42
2.0,1.96,2.0,1.96,2.0,0.42,0.42,0.42,0.4,0.46
2.0,2.0,2.0,1.96,2.0,0.42,0.44,0.42,0.42,0.42
2.0,2.0,1.96,2.0,2.0,0.46,0.42,0.42,0.44,0.42
2.0,1.96,2.0,1.96,2.0,0.4,0.42,0.44,0.42,0.44
2.0,2.0,2.0,2.0,2.0,0.42,0.42,0.4,0.44,0.42
2.0,2.0,2.04,2.0,2.0,0.42,0.42,0.4,0.44,0.44
2.0,2.0,2.0,2.0,2.0,0.42,0.42,0.42,0.42,0.42
1.36,1.76,1.72,1.68,1.56,0.98,1.7,0.96,0.76,0.76
1.76,1.84,1.84,1.8,1.76,0.68,0.7,0.68,0.64,0.66
1.84,1.84,1.84,1.84,1.84,0.6,0.6,0.6,0.6,0.6
1.88,1.88,1.92,1.88,1.88,0.56,0.56,0.56,0.56,0.56
1.88,1.92,1.92,1.92,1.92,0.54,0.56,0.54,0.52,0.52
1.92,1.92,1.92,1.92,1.92,0.5,0.52,0.5,0.5,0.48
1.92,1.96,1.92,1.92,1.92,0.5,0.48,0.5,0.54,0.5
1.92,1.96,1.92,1.92,1.96,0.52,0.48,0.5,0.48,0.5
1.92,1.92,1.96,1.92,1.92,0.5,0.48,0.5,0.48,0.54
2.0,1.96,1.96,1.96,1.92,0.48,0.48,0.48,0.46,0.5
1.96,1.96,1.96,1.92,1.96,0.46,0.48,0.46,0.46,0.46
1.96,1.96,1.96,2.0,1.96,0.44,0.44,0.44,0.44,0.44
1.96,1.96,1.96,1.96,1.96,0.44,0.44,0.48,0.44,0.44
1.96,1.96,1.96,2.0,2.0,0.44,0.44,0.44,0.44,0.46
2.0,1.96,2.0,1.92,1.96,0.44,0.44,0.46,0.44,0.42
2.0,2.0,1.96,1.96,2.0,0.42,0.46,0.42,0.46,0.46
2.0,2.0,1.96,2.0,1.96,0.44,0.42,0.44,0.44,0.44
2.0,1.96,2.0,1.96,2.0,0.44,0.44,0.42,0.44,0.42
1.96,2.0,1.96,2.0,2.0,0.46,0.42,0.46,0.42,0.42
2.0,2.0,2.0,2.0,2.0,0.44,0.42,0.44,0.42,0.42
2.0,2.0,2.0,2.0,2.0,0.4,0.42,0.44,0.44,0.42
2.0,2.0,1.96,2.0,2.0,0.46,0.46,0.4,0.44,0.42
2.0,1.96,2.0,2.0,1.96,0.4,0.42,0.42,0.44,0.4
2.0,1.96,2.0,2.0,2.0,0.42,0.42,0.4,0.4,0.42
