Voltaje_Cen_0,Voltaje_Cen_1,Voltaje_Cen_2,Voltaje_Cen_3,Voltaje_Cen_4,Voltaje_Ext_0,Voltaje_Ext_1,Voltaje_Ext_2,Voltaje_Ext_3,Voltaje_Ext_4
0.56,0.48,0.6,0.52,0.56,0.036000000000000004,0.024,0.004,0.07200000000000001,0.004
0.48,0.48,0.52,0.48,0.52,0.012,0.032,0.054000000000000006,0.04,0.058
0.44,0.44,0.48,0.52,0.44,0.026,0.034,0.028,0.026,0.038
0.44,0.48,0.4,0.44,0.44,0.022,0.022,0.01,0.038,0.044
0.44,0.4,0.36,0.4,0.44,0.042,0.04,0.048,0.03,0.024
0.44,0.36,0.44,0.4,0.44,0.016,0.044,0.032,0.042,0.026
0.44,0.36,0.44,0.44,0.44,0.012,0.01,0.012,0.056,0.022
0.36,0.4,0.4,0.44,0.4,0.03,0.004,0.004,0.06,0.022
0.4,0.44,0.36,0.4,0.36,0.038,0.028,0.02,0.034,0.038
0.4,0.36,0.36,0.36,0.4,0.026,0.03,0.05,0.01,0.04
0.4,0.36,0.4,0.36,0.4,0.018000000000000002,0.056,0.024,0.04,0.02
0.4,0.36,0.4,0.4,0.4,0.038,0.02,0.068,0.01,0.044
0.36,0.36,0.36,0.4,0.36,0.016,0.064,0.022,0.022,0.014
0.36,0.4,0.32,0.4,0.32,0.04,0.02,0.008,0.012,0.024
0.4,0.36,0.36,0.36,0.36,0.05,0.012,0.038,0.032,0.016
0.4,0.36,0.4,0.36,0.4,0.022,0.024,0.016,0.03,0.024
0.36,0.36,0.4,0.36,0.36,0.006,0.018000000000000002,0.032,0.044,0.008
0.36,0.4,0.36,0.4,0.36,0.01,0.026,0.044,0.012,0.028
0.36,0.4,0.36,0.36,0.32,0.026,0.028,0.02,0.01,0.026
0.36,0.36,0.32,0.32,0.36,0.012,0.04,0.038,0.022,0.024
0.4,0.36,0.4,0.36,0.4,0.046,0.016,0.036000000000000004,0.03,0.03
0.36,0.32,0.4,0.36,0.4,0.022,0.014,0.058,0.03,0.038
0.32,0.36,0.32,0.36,0.32,0.004,0.04,0.03,0.026,0.038
0.36,0.4,0.32,0.4,0.32,0.002,0.014,0.018000000000000002,0.018000000000000002,0.03
0.4,0.36,0.32,0.32,0.36,0.052000000000000005,0.042,0.06,0.022,0.01
