Res_at_0.2,R_std_0.2,Res_at_0.3,R_std_0.3,Res_at_0.4,R_std_0.4,Res_at_0.5,R_std_0.5,Res_at_0.6,R_std_0.6,Res_at_0.7,R_std_0.7,Res_at_0.8,R_std_0.8,Res_at_0.9,R_std_0.9
9042.765567765568,11894.489755026216,4449.761904761905,2925.49494814296,5965.882352941177,2333.884084984798,6716.666666666667,1740.1234191541957,8800.0,3146.1837553172604,4994.351542177629,1179.3275869482725,6479.788011695906,2105.521923122575,8684.65919701214,2519.305369715032
4407.460317460317,972.8570327897232,5566.483516483517,2210.814971071085,8762.5,8503.925768268573,6851.4285714285725,3402.676101030787,7639.69298245614,2928.060657498222,4984.235916588857,1559.076944928191,6845.550527903468,1452.1066103681862,7938.131868131869,2590.2974121695624
5295.389113810166,2138.1631962770953,4799.327731092437,705.2341461556517,5745.384615384615,1089.9010444317944,6031.873015873016,2062.946299621538,12129.025210084033,16320.613796761983,8167.982456140351,6264.122164578769,7242.7777777777765,1804.0031788042393,6118.0952380952385,640.694644602156
5720.6534006534,3859.6328866131757,5243.6749482401665,4569.7591552950535,10695.032051282053,8862.402836303156,5245.833333333334,2801.9245617967663,6329.2960662525875,1787.329714593674,7835.416666666666,7161.980662769823,9155.31746031746,3092.0226939471363,7182.9059829059825,2711.5416607714515
5369.658119658119,1484.6706783516938,5682.527472527473,2638.58798228767,6302.9490392648295,1803.6511634045664,6245.555555555556,2319.2401357122912,9766.993464052288,9038.48739262377,8431.896551724138,6997.57660403727,6812.425346392738,3360.8225382271926,6627.063492063493,3052.6894721464037
4533.571428571429,549.7193161337995,6048.716153127918,1766.6576397254005,4916.4285714285725,1032.2191985827928,7230.882352941177,2491.240662104811,6994.166666666667,2604.3659923716996,5572.393162393162,1859.1021569196764,7000.51282051282,2508.703063041566,9815.972222222223,6273.081415355043
4569.724556489263,1435.449202422981,6380.0,1940.0938857989029,6251.666666666667,1631.6280426140156,5822.916666666667,1475.792807179322,11114.583333333332,6442.192531899023,5262.972599929121,2950.6287217531717,9641.349206349205,6337.971920894161,13508.497380755445,17202.87391150391
5927.777777777778,1600.1603411170863,5064.060150375941,1583.7644609330007,5811.315359477124,2451.8026874971256,12154.186446508427,14833.381229020242,7051.143790849674,2815.2911722279796,8758.627450980392,4470.505696692482,8372.543859649124,2252.325189580391,9358.627450980392,5687.191457508356
6586.25,4123.331838621395,5303.676470588235,2263.932259003436,6557.916666666667,4177.269945956198,5118.454106280194,1342.8322091205657,9270.555555555557,4789.314076252219,6319.524886877827,1692.12642927303,6768.055555555557,2124.7580086431517,5796.405677655678,1048.0592062574726
5612.820512820513,2272.389943361421,6749.632352941177,4709.799969144254,5378.333333333334,1460.8977452998624,6395.141700404859,2670.087831424377,5690.813430635411,2057.0795725576445,5865.153078775369,2225.4656437010494,17401.960784313727,16268.700238761232,7342.857142857143,2936.0314392466744
5175.931372549019,1785.2665119378323,5297.408963585434,1397.482034000909,5128.12091503268,1275.983091925596,7003.635531135532,3314.762151565739,6735.645272601794,3122.482097656227,6325.961538461537,1769.5194685021927,6397.477867401141,1933.3197089792466,6947.863247863248,1536.7948890262646
4505.175438596491,1084.9332688018906,6744.509803921569,3703.0681911434417,8655.555555555555,8680.846661785481,6066.176470588236,2958.137451480769,4981.004901960784,354.6137520039833,9514.460784313724,6646.478610840179,10830.416666666668,10532.092119314293,7466.666666666666,1174.9704488009709
5971.126373626374,2471.964260487233,5646.666666666667,1264.5349386676162,8205.131578947368,4705.656560825115,6005.912698412698,2623.1831767118415,7797.008547008547,3437.6842422018935,7756.25,5038.736665822099,9749.289891395156,4477.31196569178,10702.083333333334,9427.778519486974
5093.763821318002,2583.3192251952896,5168.690476190476,1256.593692056466,6450.0,2127.893817549511,5898.190045248868,2777.9373329004407,12646.373626373625,16019.178894079634,6602.391304347826,2116.9865026853586,6283.865546218488,1732.7205517789541,9187.380952380952,3155.33885110714
5379.4864612511665,1772.471018894597,3446.236034459551,1040.7831133755226,12483.382352941177,13176.633459799588,6090.497737556562,2899.4653694704866,7436.95652173913,7419.380618794308,6967.374517374517,3472.611615506288,8003.808661145618,3395.9293513835546,5964.910579616463,1361.4254443907853
7668.154761904763,4016.5719395109118,5093.359477124182,1996.553785568531,8387.5,1980.5209791278235,7405.049019607844,6631.2501972615455,8922.222222222223,3243.7856066220515,5327.685421994885,2224.3702638752648,13867.857142857141,7059.960939650286,5629.07769423559,2282.738500923583
4193.320439139405,1773.6860478344863,7038.035714285715,2339.8468860707753,5262.231559290382,998.5103675284496,7573.782051282052,3923.1121191022157,7505.882352941177,4459.732624894011,8008.040293040292,2461.9282962910543,8208.766788766789,1674.9955725769223,9775.376984126986,3079.1033223232507
3879.1349902534116,1199.667793717654,6245.14472455649,2813.94657459338,5640.45837633299,2250.584947961719,5457.701149425287,1783.1532797188588,11170.833333333332,9260.345190950256,5618.390433096315,552.0228061227235,9067.142857142859,5353.25901541928,8082.112332112332,3687.7931658159173
5291.388888888889,2261.9347394281954,7053.8177339901495,3672.658842208127,11879.059829059828,14900.092931819987,7229.970760233919,2140.2805727756217,23383.8141025641,36190.538763246834,7794.06881173522,4148.849018093546,6467.032967032967,1597.4354827126017,19868.333333333336,8302.083908406506
4311.428571428572,1025.1007914605575,4563.9010989010985,1033.791201490511,6689.415204678364,2848.044839838887,5159.0140224005645,2161.024483981513,6586.9047619047615,1547.7884522668198,5777.212261422787,1561.4734919472764,5766.071428571429,1806.5348709050481,5588.174603174602,3703.970341403597
5046.288515406163,1223.3470395725442,6473.782051282052,1687.950855348674,19831.428571428572,31962.594679042875,5233.986928104576,1414.0844986973702,5370.27873124841,1944.5472785285165,11550.0,9018.807509249153,6012.271062271063,2469.040415543519,4450.0,2816.5192369740525
7503.494397759103,5316.00446680148,4774.2156862745105,798.6911089431294,4603.589743589744,1298.0243420816205,5612.171052631579,1427.9362101549298,5033.9187901881405,1347.7965681288665,13406.349206349205,15608.799638834525,8841.468253968254,2294.7357566684504,3278.644688644689,981.6314156289454
4319.06746031746,1372.6661769959796,5941.437908496732,1894.7776306574556,5182.222222222222,529.9429272788157,21391.666666666664,34179.6926388885,8406.485671191553,3828.138871908952,6381.896551724138,2929.6199680088207,7036.553884711779,2486.95010061465,3213.888888888889,2250.270902758703
3867.636001769128,604.932012656071,4948.621553884712,1355.5912008825344,6154.386626445451,2140.657390806029,5177.19298245614,1623.9071662064791,6563.333333333333,880.6681491281998,7650.892857142858,2784.5092402762234,7359.255189255188,2293.1331347152895,11531.25,15498.015245911329
4730.341614906833,1575.974201210986,5315.28822055138,854.2390841264322,7637.271241830065,4543.136708505962,4417.368421052632,639.9922090938537,10573.762838468721,4314.286372544322,6745.2380952380945,2586.915688428507,9263.333333333334,3360.6877602988093,4093.5555555555557,4018.9394522669354
4885.0,1327.1261767024603,5175.741758241758,1523.8852675706116,11781.282051282053,8781.389344321777,7113.831070889895,4665.927137255406,5780.238095238095,668.3448266099136,7315.555555555555,2406.146963482601,8086.309523809524,3218.672601605595,2574.960317460317,1197.9642017911012
10738.095238095239,8450.234469234212,6181.596638655463,2745.7347814332793,6720.087719298246,3365.179023920538,5802.437908496732,2685.63541087141,7574.503968253967,2103.988347274467,5372.883597883598,1856.8429056524035,24013.611111111113,35869.20362796366,2405.361442822743,489.7873884997974
4062.8992352676555,621.3891234407546,7311.111111111111,2420.5269296754277,6775.7766210397795,2541.2198590731714,7070.924908424908,3009.3856039356956,7801.4880952380945,4369.640536110982,6382.180564533506,793.5426366748105,9585.714285714286,3901.0184582154784,3652.8571428571427,2974.3548624991877
4094.871076635782,711.3485468879556,4724.505693581781,955.2791274954537,7044.230769230769,1443.0169196425777,6976.068376068377,3364.249028324417,7089.5604395604405,2218.695844103348,7259.61515040799,3146.8538972778447,6032.436974789916,836.6791670035019,2945.5555555555557,519.2646747749509
4585.570175438597,2554.003239338742,4650.489130434782,1422.066670279974,8233.5,5850.898862568042,5690.882352941177,1597.8881499630654,5856.776315789473,2291.9542813513335,8197.587719298246,2644.6686969341836,6348.366013071895,2264.5061640331955,2400.0469924812032,414.32299583302535
5563.60294117647,2028.4931051600006,7205.0,2647.7230784204003,6739.68253968254,1380.345492443265,4452.333505866115,1068.8651042969705,6260.294117647059,2117.436078509,6807.888888888889,2342.1136518163867,24000.31746031746,32813.33490509388,3235.3632478632476,925.2298364195198
4853.968253968254,861.0112132091297,5812.254273504274,2224.982411559889,5355.448717948718,2038.9432306846018,16173.152337858217,15100.688740594504,10128.627450980393,3985.175299099413,6806.501831501833,372.9079519206721,6511.6459627329195,1684.7502286724414,2576.1078790490556,1052.1327985376638
4248.546611627107,711.9435594653917,7033.939014202171,2290.736711853899,5598.731884057971,2129.320067000082,9375.0,5605.5218311946655,6117.239010989011,711.2470200317933,7450.125313283209,4358.768382948861,6928.92156862745,1636.408948412247,5088.809523809524,4442.255292772782
5425.964912280701,1678.2446248314404,5672.549019607844,1200.7935028656734,5364.615384615386,350.24364582364984,13406.25,15726.327696334574,6239.880952380952,969.4014797930441,10022.89377289377,6710.243998255797,8781.127450980392,4332.361662204698,3239.941520467836,894.3013311521166
8152.916666666667,4363.4882277701745,5194.932844932845,1302.517835633498,8945.588235294117,6626.436465162539,6495.2380952380945,2613.476216939412,8416.964285714286,4059.5304099408713,7249.522946859904,2400.800853242998,21039.68253968254,37455.150360571315,2813.9999999999995,1151.5988885024158
4279.393483709273,1255.2158187302914,6861.555555555557,4422.769480375753,5372.222222222223,1402.103798485831,4827.529116909922,708.282099054053,5277.484787018255,1600.772882751044,7048.461538461537,1527.067421970164,5305.051759834369,3052.1073968860155,7260.705128205128,6920.135354121497
