tiempo,voltaje
2.86,0.8
2.88,1.04
2.9,1.08
2.92,1.08
2.94,1.08
2.96,1.08
2.98,1.12
3.0,1.12
3.02,1.08
3.04,1.12
3.06,1.12
3.08,1.12
3.1,1.12
3.12,1.12
3.14,1.12
3.16,1.12
3.18,1.12
3.2,1.12
3.22,1.08
3.24,1.08
3.26,1.08
3.28,1.08
3.3,1.12
3.32,1.12
3.34,1.12
3.36,-0.72
3.38,-1.04
3.4,-1.04
3.42,-1.04
3.44,-1.04
3.46,-1.04
3.48,-1.04
3.5,-1.04
3.52,-1.04
3.54,-1.04
3.56,-1.04
3.58,-1.08
3.6,-1.08
3.62,-1.04
3.64,-1.04
3.66,-1.04
3.68,-1.04
3.7,-1.04
3.72,-1.04
3.74,-1.08
3.76,-1.04
3.78,-1.04
3.8,-1.08
3.82,-1.04
3.84,-1.04
3.86,0.88
3.88,1.08
3.9,1.08
3.92,1.12
3.94,1.12
3.96,1.12
3.98,1.12
4.0,1.12
4.02,1.12
4.04,1.12
4.06,1.08
4.08,1.12
4.1,1.12
4.12,1.12
4.14,1.12
4.16,1.12
4.18,1.12
4.2,1.12
4.22,1.12
4.24,1.12
4.26,1.12
4.28,1.12
4.3,1.12
4.32,1.08
4.34,1.08
4.36,-0.8
4.38,-1.0
4.4,-1.04
4.42,-1.04
4.44,-1.04
4.46,-1.04
4.48,-1.04
4.5,-1.04
4.52,-1.04
4.54,-1.04
4.56,-1.04
4.58,-1.04
4.6,-1.04
4.62,-1.04
4.64,-1.04
4.66,-1.04
4.68,-1.04
4.7,-1.04
4.72,-1.04
4.74,-1.04
4.76,-1.04
4.78,-1.04
4.8,-1.04
4.82,-1.04
4.84,-1.08
4.86,0.88
4.88,1.08
4.9,1.08
4.92,1.08
4.94,1.08
4.96,1.08
4.98,1.12
5.0,1.12
5.02,1.08
5.04,1.12
5.06,1.08
5.08,1.12
5.1,1.08
5.12,1.12
5.14,1.12
5.16,1.08
5.18,1.08
5.2,1.12
5.22,1.12
5.24,1.12
5.26,1.08
5.28,1.08
5.3,1.08
5.32,1.08
5.34,1.12
5.36,-0.84
5.38,-1.0
5.4,-1.04
5.42,-1.04
5.44,-1.04
5.46,-1.04
5.48,-1.04
5.5,-1.08
5.52,-1.04
5.54,-1.04
5.56,-1.04
5.58,-1.04
5.6,-1.04
5.62,-1.04
5.64,-1.04
5.66,-1.04
5.68,-1.04
5.7,-1.04
5.72,-1.08
5.74,-1.04
5.76,-1.08
5.78,-1.04
5.8,-1.04
5.82,-1.04
5.84,-1.04
5.86,0.92
5.88,1.08
5.9,1.08
5.92,1.08
5.94,1.08
5.96,1.12
5.98,1.08
6.0,1.08
6.02,1.12
6.04,1.12
6.06,1.08
6.08,1.12
6.1,1.08
6.12,1.12
6.14,1.12
6.16,1.12
6.18,1.12
6.2,1.12
6.22,1.08
6.24,1.08
6.26,1.12
6.28,1.12
6.3,1.12
6.32,1.12
6.34,1.12
6.36,-0.88
6.38,-1.0
6.4,-1.0
6.42,-1.04
6.44,-1.04
6.46,-1.04
6.48,-1.04
6.5,-1.04
6.52,-1.04
6.54,-1.04
6.56,-1.04
6.58,-1.04
6.6,-1.04
6.62,-1.04
6.64,-1.08
6.66,-1.04
6.68,-1.04
6.7,-1.04
6.72,-1.04
6.74,-1.04
6.76,-1.04
6.78,-1.04
6.8,-1.04
6.82,-1.04
6.84,-1.04
6.86,0.96
6.88,1.04
6.9,1.12
6.92,1.12
6.94,1.08
6.96,1.08
6.98,1.12
7.0,1.12
7.02,1.12
7.04,1.08
7.06,1.12
7.08,1.12
7.1,1.12
7.12,1.12
7.14,1.08
7.16,1.12
7.18,1.12
7.2,1.08
7.22,1.12
7.24,1.12
7.26,1.08
7.28,1.08
7.3,1.08
7.32,1.12
7.34,1.08
7.36,-0.88
7.38,-1.0
7.4,-1.04
7.42,-1.04
7.44,-1.04
7.46,-1.04
7.48,-1.04
7.5,-1.04
7.52,-1.04
7.54,-1.04
7.56,-1.04
7.58,-1.04
7.6,-1.08
7.62,-1.04
7.64,-1.04
7.66,-1.04
7.68,-1.04
7.7,-1.04
7.72,-1.08
7.74,-1.04
7.76,-1.08
7.78,-1.04
7.8,-1.04
7.82,-1.04
7.84,-1.04
7.86,0.96
7.88,1.08
7.9,1.08
7.92,1.08
7.94,1.08
7.96,1.12
7.98,1.08
8.0,1.12
8.02,1.08
8.04,1.12
8.06,1.08
8.08,1.08
8.1,1.12
8.12,1.08
8.14,1.12
